target_id	length	eff_length	est_counts	tpm
ENSDART00000162352.2	60	26.1034	0	0
ENSDART00000191731.1	63	29.1034	0	0
ENSDART00000166454.2	57	23.9821	0	0
ENSDART00000167581.2	57	23.9821	0	0
ENSDART00000159473.2	63	29.1034	0	0
ENSDART00000182846.1	63	29.1034	0	0
ENSDART00000193507.1	66	29.2031	0	0
ENSDART00000193441.1	66	29.2031	0	0
ENSDART00000159092.2	63	29.1034	0	0
ENSDART00000162187.2	63	29.1034	0	0
ENSDART00000171126.2	60	26.1034	0	0
ENSDART00000184586.1	66	29.2031	0	0
ENSDART00000190235.1	66	29.2031	0	0
ENSDART00000190038.1	399	168.575	0	0
ENSDART00000167303.2	63	29.1034	0	0
ENSDART00000159979.2	60	26.1034	0	0
ENSDART00000165172.2	63	29.1034	0	0
ENSDART00000168126.2	57	23.9821	0	0
ENSDART00000171914.2	63	29.1034	0	0
ENSDART00000190775.1	66	29.2031	0	0
ENSDART00000159628.2	63	29.1034	0	0
ENSDART00000158978.2	907	675.868	8.91902	1.1318
ENSDART00000161459.2	60	26.1034	0	0
ENSDART00000170206.2	61	27.1034	0	0
ENSDART00000181827.1	63	29.1034	0	0
ENSDART00000161571.2	57	23.9821	0	0
ENSDART00000171681.2	60	26.1034	0	0
ENSDART00000162921.2	60	26.1034	0	0
ENSDART00000159011.2	63	29.1034	0	0
ENSDART00000170691.2	63	29.1034	0	0
ENSDART00000185019.1	66	29.2031	0	0
ENSDART00000193555.1	66	29.2031	0	0
ENSDART00000161763.2	63	29.1034	0	0
ENSDART00000192441.1	63	29.1034	0	0
ENSDART00000187002.1	896	664.868	0	0
ENSDART00000190928.1	66	29.2031	0	0
ENSDART00000166020.2	66	29.2031	0	0
ENSDART00000160505.2	60	26.1034	0	0
ENSDART00000191315.1	976	744.868	0	0
ENSDART00000170860.2	63	29.1034	0	0
ENSDART00000161136.2	63	29.1034	0	0
ENSDART00000161690.2	63	29.1034	0	0
ENSDART00000192804.1	63	29.1034	0	0
ENSDART00000166828.2	63	29.1034	0	0
ENSDART00000172037.2	344	115.249	0	0
ENSDART00000165410.2	350	120.902	11	7.80319
ENSDART00000163675.2	339	110.54	0	0
ENSDART00000172374.2	355	125.703	0	0
ENSDART00000161368.2	354	124.736	0	0
ENSDART00000171132.2	338	109.647	0	0
ENSDART00000170804.2	366	136.234	0	0
ENSDART00000160762.2	345	116.204	0	0
ENSDART00000167067.2	378	147.906	0	0
ENSDART00000161271.2	334	105.999	0	0
ENSDART00000163938.2	366	136.234	0	0
ENSDART00000161622.2	445	214.24	0	0
ENSDART00000162257.2	426	195.334	0	0
ENSDART00000158119.2	318	91.7718	0	0
ENSDART00000169491.2	387	156.747	2	1.09432
ENSDART00000172528.2	396	165.627	0	0
ENSDART00000166253.2	411	180.43	0	0
ENSDART00000160948.2	323	96.1542	0	0
ENSDART00000161537.2	377	146.918	0	0
ENSDART00000159235.2	348	119.037	0	0
ENSDART00000171772.2	483	252.085	0	0
ENSDART00000167404.2	357	127.61	0	0
ENSDART00000171344.2	462	231.165	0	0
ENSDART00000168039.2	470	239.123	0	0
ENSDART00000157830.2	431	200.288	0	0
ENSDART00000166182.2	372	142.042	0	0
ENSDART00000167805.2	378	147.906	0	0
ENSDART00000159795.2	419	188.368	0	0
ENSDART00000160202.2	378	147.906	0	0
ENSDART00000163851.2	330	102.368	0	0
ENSDART00000161463.2	417	186.393	0	0
ENSDART00000164491.2	366	136.234	0	0
ENSDART00000158772.2	348	119.037	0	0
ENSDART00000167409.2	420	189.354	0.5	0.22647
ENSDART00000160204.2	348	119.037	0	0
ENSDART00000166882.2	420	189.354	0.5	0.22647
ENSDART00000171020.2	383	152.84	0	0
ENSDART00000162456.2	366	136.234	0	0
ENSDART00000164309.2	390	159.69	0	0
ENSDART00000160996.2	369	139.148	0	0
ENSDART00000166892.2	332	104.177	0	0
ENSDART00000171613.2	393	162.648	0	0
ENSDART00000164961.2	357	127.61	0	0
ENSDART00000164492.2	396	165.627	0	0
ENSDART00000158814.2	396	165.627	0	0
ENSDART00000171201.2	397	166.601	0	0
ENSDART00000164110.2	399	168.575	0	0
ENSDART00000166029.2	381	150.872	0	0
ENSDART00000165676.2	371	141.075	0	0
ENSDART00000163282.2	342	113.381	0	0
ENSDART00000167496.2	346	117.161	0	0
ENSDART00000164659.2	404	173.518	0	0
ENSDART00000164489.2	350	120.902	0	0
ENSDART00000160625.2	413	182.412	0	0
ENSDART00000169436.2	387	156.747	0	0
ENSDART00000170399.2	380	149.879	0	0
ENSDART00000162378.2	358	128.554	0	0
ENSDART00000169864.2	389	158.702	0	0
ENSDART00000164059.2	336	107.824	0	0
ENSDART00000168607.2	375	144.975	0	0
ENSDART00000161399.2	381	150.872	0	0
ENSDART00000171483.2	397	166.601	0	0
ENSDART00000171356.2	339	110.54	0	0
ENSDART00000172182.2	413	182.412	0	0
ENSDART00000113019.3	414	183.407	0	0
ENSDART00000170523.2	375	144.975	0	0
ENSDART00000160187.2	385	154.804	0	0
ENSDART00000114271.4	416	185.397	0	0
ENSDART00000159161.2	423	192.349	0	0
ENSDART00000162061.2	314	88.3319	0	0
ENSDART00000189431.1	11	6.8	0	0
ENSDART00000189226.1	10	5.8	0	0
ENSDART00000154123.2	849	617.868	16.9272	2.34965
ENSDART00000156878.3	1157	925.868	36.0728	3.34153
ENSDART00000156142.2	1978	1746.87	7	0.343679
ENSDART00000147009.2	822	590.868	4	0.580609
ENSDART00000155827.2	1161	929.868	2	0.184469
ENSDART00000154829.2	1305	1073.87	141.072	11.2669
ENSDART00000062130.6	1098	866.868	0	0
ENSDART00000155479.2	772	540.883	83	13.161
ENSDART00000108694.4	4172	3940.87	411.825	8.96263
ENSDART00000162388.2	2689	2457.87	0	0
ENSDART00000170119.2	5202	4970.87	39.4474	0.680614
ENSDART00000163370.3	2009	1777.87	3.05768	0.147505
ENSDART00000189331.1	910	678.868	0	0
ENSDART00000144959.3	790	558.883	14.4075	2.21097
ENSDART00000147509.2	671	439.92	1.23638e-05	2.41041e-06
ENSDART00000092479.5	678	446.92	341.219	65.4813
ENSDART00000169521.2	1111	879.868	6	0.584855
ENSDART00000181582.1	417	186.393	0	0
ENSDART00000149108.2	1677	1445.87	0	0
ENSDART00000192145.1	3575	3343.87	265.856	6.81886
ENSDART00000053045.5	3089	2857.87	1875.5	56.2846
ENSDART00000143599.2	696	464.92	11.3567	2.09502
ENSDART00000168857.2	4172	3940.87	18.1441	0.394873
ENSDART00000091955.5	4669	4437.87	976.532	18.8724
ENSDART00000173716.2	2715	2483.87	0	0
ENSDART00000190811.1	4056	3824.87	2893.85	64.8894
ENSDART00000039267.7	1029	797.868	444.267	47.756
ENSDART00000131609.3	928	696.868	0	0
ENSDART00000135265.2	939	707.868	0	0
ENSDART00000123482.4	1615	1383.87	19.5967	1.21451
ENSDART00000057528.5	1879	1647.87	427.403	22.2449
ENSDART00000171868.2	668	436.92	17.8813	3.51003
ENSDART00000166819.2	1580	1348.87	533.776	33.9394
ENSDART00000164984.2	640	408.92	7.69444	1.61381
ENSDART00000162589.2	633	401.92	0	0
ENSDART00000180692.1	2557	2325.87	10.5354	0.38849
ENSDART00000081477.5	1577	1345.87	461	29.3774
ENSDART00000169763.2	1124	892.868	81	7.78058
ENSDART00000146325.2	1157	925.868	16.5526	1.53331
ENSDART00000018533.8	1232	1000.87	5	0.428457
ENSDART00000013607.9	1791	1559.87	0	0
ENSDART00000157155.2	2515	2283.87	569	21.3676
ENSDART00000013814.8	1325	1093.87	23	1.80334
ENSDART00000133348.2	992	760.868	200	22.5442
ENSDART00000168251.2	800	568.883	0	0
ENSDART00000147715.2	1088	856.868	144	14.4133
ENSDART00000128486.3	641	409.92	0	0
ENSDART00000122108.3	6037	5805.87	429.03	6.33775
ENSDART00000136763.2	505	274.05	4	1.25183
ENSDART00000154124.2	944	712.868	9	1.0828
ENSDART00000110781.7	3769	3537.87	31	0.75151
ENSDART00000155803.2	861	629.868	0	0
ENSDART00000146728.3	1681	1449.87	114.242	6.7579
ENSDART00000171731.2	1022	790.868	2.18634	0.237098
ENSDART00000182840.1	843	611.868	19.2858	2.7033
ENSDART00000017902.8	5192	4960.87	417.244	7.21352
ENSDART00000135940.4	3937	3705.87	309	7.15127
ENSDART00000163003.2	1665	1433.87	0	0
ENSDART00000150167.3	921	689.868	0	0
ENSDART00000115394.4	1290	1058.87	0	0
ENSDART00000136147.2	939	707.868	7.10313	0.86062
ENSDART00000151004.2	1313	1081.87	37.4261	2.96698
ENSDART00000133998.3	2129	1897.87	1337.81	60.4565
ENSDART00000134574.3	725	493.883	5.18974	0.90123
ENSDART00000141998.2	961	729.868	0	0
ENSDART00000148606.2	3095	2863.87	2.29789	0.0688163
ENSDART00000156352.2	7929	7697.87	149.519	1.66587
ENSDART00000192212.1	5837	5605.87	930.576	14.2372
ENSDART00000141746.3	664	432.92	0	0
ENSDART00000133948.2	462	231.165	0	0
ENSDART00000139551.2	797	565.883	1.06665	0.161662
ENSDART00000031625.9	2072	1840.87	73.5903	3.42856
ENSDART00000192324.1	2886	2654.87	0	0
ENSDART00000191464.1	4218	3986.87	58.6206	1.26105
ENSDART00000182369.1	2657	2425.87	0	0
ENSDART00000152597.2	1016	784.868	1.11394	0.121725
ENSDART00000016096.9	2892	2660.87	383.61	12.3646
ENSDART00000135044.2	4782	4550.87	378	7.12381
ENSDART00000173029.2	508	277.043	18.7091	5.79188
ENSDART00000111140.5	323	96.1542	2289.42	2042.07
ENSDART00000173145.2	768	536.883	30.5661	4.88286
ENSDART00000172953.2	436	205.267	2605.31	1088.57
ENSDART00000142337.2	3051	2819.87	2338	71.1099
ENSDART00000141271.2	234	35.2834	0	0
ENSDART00000031727.5	1823	1591.87	131	7.05795
ENSDART00000148992.3	1256	1024.87	0	0
ENSDART00000149935.2	601	369.93	0	0
ENSDART00000149030.3	853	621.868	54.8401	7.56336
ENSDART00000149260.3	1826	1594.87	563.483	30.3019
ENSDART00000187916.1	4285	4053.87	43.7084	0.924719
ENSDART00000037999.5	1607	1375.87	13.5075	0.842001
ENSDART00000170614.2	4425	4193.87	249.493	5.1022
ENSDART00000144819.2	346	117.161	27	19.7649
ENSDART00000193627.1	1449	1217.87	542	38.1692
ENSDART00000143300.3	2077	1845.87	416	19.3289
ENSDART00000134938.2	577	345.958	0	0
ENSDART00000066086.8	2062	1830.87	3	0.140533
ENSDART00000139036.2	605	373.93	203.981	46.7859
ENSDART00000144900.2	430	199.288	1.01856	0.438351
ENSDART00000154778.2	15627	15395.9	10518.7	58.5968
ENSDART00000155335.2	1010	778.868	3.02258	0.332835
ENSDART00000188706.1	12051	11819.9	0	0
ENSDART00000182622.1	11386	11154.9	0	0
ENSDART00000184483.1	11968	11736.9	0	0
ENSDART00000181338.1	11324	11092.9	3.24478	0.0250874
ENSDART00000152232.3	2148	1916.87	125.21	5.60221
ENSDART00000152493.2	2295	2063.87	42.7905	1.7782
ENSDART00000065125.7	1982	1750.87	0	0
ENSDART00000152234.2	716	484.896	0	0
ENSDART00000131454.2	321	94.378	0	0
ENSDART00000009315.11	1966	1734.87	0	0
ENSDART00000110696.3	1968	1736.87	0	0
ENSDART00000012627.6	1819	1587.87	51.9401	2.80545
ENSDART00000158599.2	884	652.868	0	0
ENSDART00000164965.2	849	617.868	0	0
ENSDART00000111374.4	948	716.868	1505	180.058
ENSDART00000054472.4	4633	4401.87	37.1781	0.724378
ENSDART00000182810.1	3975	3743.87	0	0
ENSDART00000136014.2	650	418.92	0	0
ENSDART00000065956.4	528	296.991	0	0
ENSDART00000009912.7	1647	1415.87	0	0
ENSDART00000181589.1	2102	1870.87	0	0
ENSDART00000132083.3	2627	2395.87	1	0.0357974
ENSDART00000132887.4	940	708.868	0	0
ENSDART00000147429.3	780	548.883	0	0
ENSDART00000130234.4	552	320.976	0	0
ENSDART00000136528.4	2548	2316.87	89.5846	3.31625
ENSDART00000102075.6	2294	2062.87	0	0
ENSDART00000131527.2	568	336.976	3.41537	0.869268
ENSDART00000193535.1	2495	2263.87	0	0
ENSDART00000099023.5	1857	1625.87	41.7035	2.1999
ENSDART00000124704.3	2045	1813.87	19.2965	0.912403
ENSDART00000172128.2	5952	5720.87	42.4884	0.636977
ENSDART00000190331.1	6410	6178.87	2066.25	28.6806
ENSDART00000163523.2	6288	6056.87	0	0
ENSDART00000152294.2	573	341.976	0	0
ENSDART00000060399.6	1827	1595.87	1026.17	55.1491
ENSDART00000152210.2	755	523.883	35.6878	5.84251
ENSDART00000173901.2	419	188.368	9.05306	4.12195
ENSDART00000166640.2	1217	985.868	81	7.04662
ENSDART00000152011.3	7428	7196.87	28.4808	0.339409
ENSDART00000087817.6	2027	1795.87	3.17432	0.151597
ENSDART00000185404.1	396	165.627	0	0
ENSDART00000193191.1	549	317.976	0	0
ENSDART00000147783.2	828	596.868	0	0
ENSDART00000079003.6	778	546.883	0	0
ENSDART00000022042.10	6814	6582.87	5492	71.5533
ENSDART00000191870.1	6804	6572.87	0	0
ENSDART00000160719.2	854	622.868	301.608	41.5299
ENSDART00000168583.2	1359	1127.87	1101.39	83.7526
ENSDART00000141835.2	1852	1620.87	576.844	30.5229
ENSDART00000187816.1	882	650.868	0	0
ENSDART00000101928.6	642	410.92	0	0
ENSDART00000171183.2	5373	5141.87	912.592	15.222
ENSDART00000159380.2	1029	797.868	0	0
ENSDART00000182081.1	5902	5670.87	10.2819	0.155503
ENSDART00000180565.1	6025	5793.87	60.1258	0.890034
ENSDART00000170387.2	2508	2276.87	0	0
ENSDART00000161553.2	6351	6119.87	248.095	3.47688
ENSDART00000125302.3	931	699.868	0	0
ENSDART00000167748.2	8607	8375.87	16	0.163834
ENSDART00000048399.8	3571	3339.87	0	0
ENSDART00000169613.3	3342	3110.87	0	0
ENSDART00000136243.3	2660	2428.87	268.73	9.48913
ENSDART00000144690.2	594	362.94	0	0
ENSDART00000135470.2	1265	1033.87	0	0
ENSDART00000184882.1	1244	1012.87	0	0
ENSDART00000182342.1	5843	5611.87	129.631	1.98114
ENSDART00000110923.4	3352	3120.87	150.251	4.12911
ENSDART00000140631.2	494	263.064	0	0
ENSDART00000180289.1	7988	7756.87	1726.55	19.09
ENSDART00000162711.2	2409	2177.87	0	0
ENSDART00000168964.2	2001	1769.87	68	3.29521
ENSDART00000129776.3	2055	1823.87	2.58844	0.121719
ENSDART00000138593.2	1152	920.868	102.671	9.56236
ENSDART00000135800.3	1913	1681.87	0	0
ENSDART00000060731.5	2427	2195.87	0	0
ENSDART00000152447.3	1252	1020.87	0	0
ENSDART00000152314.2	1307	1075.87	0	0
ENSDART00000159007.2	3680	3448.87	0	0
ENSDART00000136034.2	535	303.976	1.2136	0.342413
ENSDART00000027957.8	2008	1776.87	756.786	36.5286
ENSDART00000190601.1	2067	1835.87	0	0
ENSDART00000192547.1	2539	2307.87	0	0
ENSDART00000147299.2	2721	2489.87	0	0
ENSDART00000138393.2	801	569.883	0	0
ENSDART00000083665.6	2892	2660.87	0	0
ENSDART00000134337.2	797	565.883	0	0
ENSDART00000145355.2	543	311.976	0	0
ENSDART00000077962.6	3076	2844.87	649.773	19.5891
ENSDART00000132917.2	670	438.92	119.714	23.3923
ENSDART00000058777.5	1113	881.868	43.2863	4.2098
ENSDART00000152758.2	1186	954.868	0	0
ENSDART00000153830.2	731	499.883	0	0
ENSDART00000137056.2	420	189.354	0	0
ENSDART00000079596.7	1775	1543.87	28.5536	1.58622
ENSDART00000111246.4	1568	1336.87	19.4464	1.24757
ENSDART00000134073.3	2977	2745.87	103.271	3.22562
ENSDART00000148358.2	3165	2933.87	15.6057	0.456201
ENSDART00000146152.2	558	326.976	0	0
ENSDART00000191927.1	2113	1881.87	45.2652	2.06296
ENSDART00000137572.3	781	549.883	1484.94	231.608
ENSDART00000066621.5	1214	982.868	9	0.785347
ENSDART00000151915.2	5427	5195.87	0	0
ENSDART00000186814.1	7468	7236.87	561.618	6.65587
ENSDART00000151680.2	591	359.94	0	0
ENSDART00000151526.2	542	310.976	0	0
ENSDART00000130984.4	1091	859.868	3	0.299229
ENSDART00000159787.2	598	366.93	2012.52	470.404
ENSDART00000180531.1	3260	3028.87	182.587	5.17017
ENSDART00000174340.2	6291	6059.87	1397.81	19.7834
ENSDART00000174223.2	1766	1534.87	20.9106	1.16845
ENSDART00000131113.3	4206	3974.87	9.49958	0.204973
ENSDART00000030566.8	1529	1297.87	24	1.58597
ENSDART00000021139.8	1486	1254.87	690	47.1591
ENSDART00000144356.2	690	458.92	0	0
ENSDART00000041549.4	2310	2078.87	80.2893	3.31242
ENSDART00000172176.2	5134	4902.87	519.662	9.09044
ENSDART00000152224.4	2042	1810.87	308	14.5874
ENSDART00000150764.2	3091	2859.87	0	0
ENSDART00000045565.7	2342	2110.87	268.069	10.8918
ENSDART00000137505.2	2146	1914.87	6110.93	273.705
ENSDART00000138769.3	838	606.868	2.76251	0.390412
ENSDART00000171527.2	2397	2165.87	46.0954	1.82533
ENSDART00000159066.2	1923	1691.87	22.142	1.12245
ENSDART00000059230.7	798	566.883	0	0
ENSDART00000157782.2	1366	1134.87	0	0
ENSDART00000167074.2	1829	1597.87	88	4.72342
ENSDART00000137135.3	1357	1125.87	31	2.3615
ENSDART00000179299.2	1566	1334.87	0	0
ENSDART00000135853.2	703	471.908	0	0
ENSDART00000101923.4	775	543.883	0	0
ENSDART00000140076.3	471	240.123	0	0
ENSDART00000005593.6	2918	2686.87	430.607	13.7451
ENSDART00000131927.2	862	630.868	2.39307	0.325336
ENSDART00000139702.3	792	560.883	0	0
ENSDART00000112071.4	2179	1947.87	2.85613	0.125757
ENSDART00000110319.4	430	199.288	0	0
ENSDART00000124938.3	1166	934.868	145	13.3025
ENSDART00000105666.5	678	446.92	2	0.383808
ENSDART00000145368.3	3871	3639.87	1046.72	24.6637
ENSDART00000189704.1	3405	3173.87	0	0
ENSDART00000086984.8	3587	3355.87	12	0.306684
ENSDART00000152133.2	538	306.976	0	0
ENSDART00000168105.3	1497	1265.87	0	0
ENSDART00000148872.3	3100	2868.87	61.0398	1.82481
ENSDART00000078656.4	2771	2539.87	127.96	4.32094
ENSDART00000153050.2	836	604.868	246.917	35.011
ENSDART00000153055.2	4622	4390.87	1140.3	22.2733
ENSDART00000153238.2	503	272.05	10.1254	3.19209
ENSDART00000178840.2	3780	3548.87	0	0
ENSDART00000152812.2	1060	828.868	0	0
ENSDART00000145012.2	1174	942.868	90.9914	8.27682
ENSDART00000109714.4	3000	2768.87	50.1872	1.55455
ENSDART00000099690.5	3364	3132.87	28.0706	0.768465
ENSDART00000150005.4	2824	2592.87	129	4.26701
ENSDART00000170318.2	1063	831.868	2	0.206201
ENSDART00000138581.2	2326	2094.87	0	0
ENSDART00000142160.2	716	484.896	0	0
ENSDART00000134963.2	714	482.896	0	0
ENSDART00000135782.2	494	263.064	0	0
ENSDART00000131747.2	487	256.085	0	0
ENSDART00000099131.6	4652	4420.87	0	0
ENSDART00000078491.4	3131	2899.87	6.90121	0.204109
ENSDART00000124159.3	736	504.883	23	3.90707
ENSDART00000164066.2	486	255.085	2	0.67245
ENSDART00000183719.1	423	192.349	0	0
ENSDART00000031499.9	1874	1642.87	0	0
ENSDART00000021177.8	2893	2661.87	238	7.6684
ENSDART00000143009.3	2478	2246.87	354.073	13.5154
ENSDART00000149088.3	3170	2938.87	196.695	5.74022
ENSDART00000102658.5	2608	2376.87	6.7662	0.244149
ENSDART00000111063.5	2105	1873.87	399.116	18.2673
ENSDART00000144172.2	852	620.868	12.9858	1.79385
ENSDART00000189225.1	2465	2233.87	109.734	4.21305
ENSDART00000156685.2	2579	2347.87	0	0
ENSDART00000049900.7	1355	1123.87	160	12.2101
ENSDART00000161054.2	615	383.92	0	0
ENSDART00000048046.5	3659	3427.87	68.714	1.71924
ENSDART00000134042.2	690	458.92	0	0
ENSDART00000135068.3	690	458.92	0	0
ENSDART00000184943.1	6235	6003.87	0.000130424	1.86312e-06
ENSDART00000098412.5	930	698.868	0	0
ENSDART00000055956.8	6262	6030.87	246.277	3.50234
ENSDART00000142760.3	1264	1032.87	0	0
ENSDART00000133259.3	775	543.883	1.29189	0.203721
ENSDART00000147598.3	818	586.868	0	0
ENSDART00000136929.3	1028	796.868	0	0
ENSDART00000146986.2	759	527.883	0	0
ENSDART00000143340.3	2989	2757.87	1319.94	41.0484
ENSDART00000188720.1	633	401.92	0	0
ENSDART00000086985.6	1867	1635.87	304.766	15.9784
ENSDART00000073663.6	1693	1461.87	2	0.117337
ENSDART00000124128.3	1000	768.868	0	0
ENSDART00000158616.2	4279	4047.87	45.1364	0.956346
ENSDART00000114004.5	3684	3452.87	0	0
ENSDART00000188223.1	3989	3757.87	18.8659	0.430577
ENSDART00000138116.3	1500	1268.87	127.02	8.58559
ENSDART00000051344.6	1378	1146.87	3.67757e-06	2.75019e-07
ENSDART00000156765.3	6035	5803.87	112.284	1.65925
ENSDART00000158444.2	1096	864.868	4.02406	0.399052
ENSDART00000003508.9	1671	1439.87	0	0
ENSDART00000124221.3	774	542.883	0	0
ENSDART00000089506.6	2773	2541.87	261	8.80647
ENSDART00000137552.2	1815	1583.87	285	15.4326
ENSDART00000138082.2	511	280.029	0	0
ENSDART00000079215.6	2398	2166.87	473.541	18.743
ENSDART00000007732.8	2668	2436.87	7	0.246366
ENSDART00000075187.4	1486	1254.87	29.3776	2.00786
ENSDART00000130680.5	1216	984.868	916.759	79.8347
ENSDART00000171017.2	651	419.92	0	0
ENSDART00000137708.3	447	216.234	4	1.58654
ENSDART00000139844.2	524	293.014	0	0
ENSDART00000132149.2	467	236.141	1.10356	0.400809
ENSDART00000174974.2	2814	2582.87	85.424	2.83656
ENSDART00000037553.7	2352	2120.87	360.68	14.5855
ENSDART00000149595.2	587	355.94	20.3203	4.89631
ENSDART00000155832.2	5345	5113.87	117.725	1.9744
ENSDART00000131424.3	1497	1265.87	12	0.813031
ENSDART00000023686.9	2135	1903.87	6.06918	0.273406
ENSDART00000155088.2	887	655.868	0	0
ENSDART00000164646.2	1718	1486.87	5	0.288411
ENSDART00000150600.2	3646	3414.87	6.56522	0.164888
ENSDART00000148920.2	1507	1275.87	238	15.9987
ENSDART00000082454.4	1800	1568.87	390	21.3203
ENSDART00000140119.2	761	529.883	0	0
ENSDART00000139385.3	2618	2386.87	731.831	26.2964
ENSDART00000186419.1	1271	1039.87	1814.17	149.628
ENSDART00000126154.4	2705	2473.87	347.744	12.0558
ENSDART00000141696.2	801	569.883	1.37218	0.20651
ENSDART00000136522.2	460	229.171	0	0
ENSDART00000126897.3	1120	888.868	368.015	35.5094
ENSDART00000149746.2	699	467.908	1293.62	237.115
ENSDART00000152603.2	3438	3206.87	7.02337	0.187836
ENSDART00000190066.1	1971	1739.87	0	0
ENSDART00000155838.2	8327	8095.87	1255	13.2952
ENSDART00000032547.8	729	497.883	4	0.689044
ENSDART00000148440.3	1927	1695.87	58.9811	2.98288
ENSDART00000027829.10	3749	3517.87	2.35721	0.0574689
ENSDART00000036797.9	1490	1258.87	3150	214.607
ENSDART00000171830.2	338	109.647	21	16.4262
ENSDART00000158914.2	1298	1066.87	13	1.04507
ENSDART00000128404.3	2021	1789.87	1	0.0479174
ENSDART00000156366.2	1235	1003.87	0	0
ENSDART00000142636.2	831	599.868	1.38165	0.19754
ENSDART00000145222.2	379	148.895	2.10675	1.21352
ENSDART00000143435.2	465	234.141	2.53343	0.927994
ENSDART00000004797.10	2143	1911.87	3.98181	0.178623
ENSDART00000183838.1	3962	3730.87	12.2828	0.282359
ENSDART00000188584.1	3592	3360.87	390.918	9.97583
ENSDART00000131712.2	594	362.94	0	0
ENSDART00000146649.3	3335	3103.87	12.8724	0.355691
ENSDART00000144207.3	551	319.976	0	0
ENSDART00000140053.3	1406	1174.87	5.12755	0.374314
ENSDART00000171675.2	835	603.868	2.17618	0.309077
ENSDART00000167001.2	1614	1382.87	638.019	39.5701
ENSDART00000183618.1	848	616.868	0	0
ENSDART00000127015.3	12025	11793.9	1959.29	14.2481
ENSDART00000145273.2	1530	1298.87	62.6752	4.13852
ENSDART00000006300.7	1694	1462.87	339.616	19.9112
ENSDART00000159935.2	1976	1744.87	13.1964	0.648643
ENSDART00000141332.3	3804	3572.87	7.84578	0.188336
ENSDART00000137749.2	470	239.123	0	0
ENSDART00000100772.5	2029	1797.87	0	0
ENSDART00000180013.1	4514	4282.87	0.941019	0.0188442
ENSDART00000177914.2	4496	4264.87	116.926	2.35137
ENSDART00000004333.10	3026	2794.87	0	0
ENSDART00000124533.3	2486	2254.87	0	0
ENSDART00000180257.1	6674	6442.87	120.24	1.60061
ENSDART00000138653.4	439	208.251	0	0
ENSDART00000132647.4	736	504.883	1.66169	0.282276
ENSDART00000084102.6	3756	3524.87	264	6.42356
ENSDART00000066033.8	1727	1495.87	0	0
ENSDART00000151766.3	3136	2904.87	0	0
ENSDART00000017869.10	1992	1760.87	6.3945	0.311454
ENSDART00000142170.2	1234	1002.87	0	0
ENSDART00000188045.1	5804	5572.87	23.5982	0.363175
