target_id	length	eff_length	est_counts	tpm
ENSDART00000162352.2	60	24.283	0	0
ENSDART00000191731.1	63	25.9643	0	0
ENSDART00000166454.2	57	24.1489	0	0
ENSDART00000167581.2	57	24.1489	0	0
ENSDART00000159473.2	63	25.9643	0	0
ENSDART00000182846.1	63	25.9643	0	0
ENSDART00000193507.1	66	27.1333	0	0
ENSDART00000193441.1	66	27.1333	0	0
ENSDART00000159092.2	63	25.9643	0	0
ENSDART00000162187.2	63	25.9643	0	0
ENSDART00000171126.2	60	24.283	0	0
ENSDART00000184586.1	66	27.1333	0	0
ENSDART00000190235.1	66	27.1333	0	0
ENSDART00000190038.1	399	148.55	5.68035	3.0985
ENSDART00000167303.2	63	25.9643	0	0
ENSDART00000159979.2	60	24.283	0	0
ENSDART00000165172.2	63	25.9643	0	0
ENSDART00000168126.2	57	24.1489	0	0
ENSDART00000171914.2	63	25.9643	0	0
ENSDART00000190775.1	66	27.1333	0	0
ENSDART00000159628.2	63	25.9643	0	0
ENSDART00000158978.2	907	655.198	0	0
ENSDART00000161459.2	60	24.283	0	0
ENSDART00000170206.2	61	24.4	0	0
ENSDART00000181827.1	63	25.9643	0	0
ENSDART00000161571.2	57	24.1489	0	0
ENSDART00000171681.2	60	24.283	0	0
ENSDART00000162921.2	60	24.283	0	0
ENSDART00000159011.2	63	25.9643	0	0
ENSDART00000170691.2	63	25.9643	0	0
ENSDART00000185019.1	66	27.1333	0	0
ENSDART00000193555.1	66	27.1333	0	0
ENSDART00000161763.2	63	25.9643	0	0
ENSDART00000192441.1	63	25.9643	0	0
ENSDART00000187002.1	896	644.198	0	0
ENSDART00000190928.1	66	27.1333	0	0
ENSDART00000166020.2	66	27.1333	0	0
ENSDART00000160505.2	60	24.283	0	0
ENSDART00000191315.1	976	724.198	0	0
ENSDART00000170860.2	63	25.9643	0	0
ENSDART00000161136.2	63	25.9643	0	0
ENSDART00000161690.2	63	25.9643	0	0
ENSDART00000192804.1	63	25.9643	0	0
ENSDART00000166828.2	63	25.9643	0	0
ENSDART00000172037.2	344	97.9508	0	0
ENSDART00000165410.2	350	103.101	19	14.9327
ENSDART00000163675.2	339	93.6692	0	0
ENSDART00000172374.2	355	107.534	0	0
ENSDART00000161368.2	354	106.604	0	0
ENSDART00000171132.2	338	92.8321	0	0
ENSDART00000170804.2	366	117.557	0	0
ENSDART00000160762.2	345	98.8218	0	0
ENSDART00000167067.2	378	128.612	0	0
ENSDART00000161271.2	334	89.5743	0	0
ENSDART00000163938.2	366	117.557	0	0
ENSDART00000161622.2	445	193.648	0	0
ENSDART00000162257.2	426	174.954	0	0
ENSDART00000158119.2	318	76.9901	0	0
ENSDART00000169491.2	387	137.009	0	0
ENSDART00000172528.2	396	145.64	1	0.556378
ENSDART00000166253.2	411	160.184	0	0
ENSDART00000160948.2	323	80.8147	0	0
ENSDART00000161537.2	377	127.727	0	0
ENSDART00000159235.2	348	101.429	0	0
ENSDART00000171772.2	483	231.332	0	0
ENSDART00000167404.2	357	109.358	0	0
ENSDART00000171344.2	462	210.481	0	0
ENSDART00000168039.2	470	218.449	0	0
ENSDART00000157830.2	431	179.891	0	0
ENSDART00000166182.2	372	123.079	0	0
ENSDART00000167805.2	378	128.612	0	0
ENSDART00000159795.2	419	168.031	0	0
ENSDART00000160202.2	378	128.612	0	0
ENSDART00000163851.2	330	86.3041	0	0
ENSDART00000161463.2	417	166.061	0	0
ENSDART00000164491.2	366	117.557	0	0
ENSDART00000158772.2	348	101.429	0	0
ENSDART00000167409.2	420	169.014	0	0
ENSDART00000160204.2	348	101.429	0	0
ENSDART00000166882.2	420	169.014	0	0
ENSDART00000171020.2	383	133.25	0	0
ENSDART00000162456.2	366	117.557	0	0
ENSDART00000164309.2	390	139.878	0	0
ENSDART00000160996.2	369	120.294	0	0
ENSDART00000166892.2	332	87.8829	0	0
ENSDART00000171613.2	393	142.775	0	0
ENSDART00000164961.2	357	109.358	0	0
ENSDART00000164492.2	396	145.64	0	0
ENSDART00000158814.2	396	145.64	0	0
ENSDART00000171201.2	397	146.61	0	0
ENSDART00000164110.2	399	148.55	0	0
ENSDART00000166029.2	381	131.357	0	0
ENSDART00000165676.2	371	122.155	0	0
ENSDART00000163282.2	342	96.2187	0	0
ENSDART00000167496.2	346	99.6632	0	0
ENSDART00000164659.2	404	153.394	0	0
ENSDART00000164489.2	350	103.101	0	0
ENSDART00000160625.2	413	162.131	0	0
ENSDART00000169436.2	387	137.009	0	0
ENSDART00000170399.2	380	130.434	0	0
ENSDART00000162378.2	358	110.281	0	0
ENSDART00000169864.2	389	138.956	0	0
ENSDART00000164059.2	336	91.2009	0	0
ENSDART00000168607.2	375	125.863	0	0
ENSDART00000161399.2	381	131.357	0	0
ENSDART00000171483.2	397	146.61	0	0
ENSDART00000171356.2	339	93.6692	0	0
ENSDART00000172182.2	413	162.131	0	0
ENSDART00000113019.3	414	163.102	0	0
ENSDART00000170523.2	375	125.863	0	0
ENSDART00000160187.2	385	135.151	0	0
ENSDART00000114271.4	416	165.069	0	0
ENSDART00000159161.2	423	171.98	1	0.471164
ENSDART00000162061.2	314	74.0816	0	0
ENSDART00000189431.1	11	5	0	0
ENSDART00000189226.1	10	4	0	0
ENSDART00000154123.2	849	597.198	45.6105	6.18865
ENSDART00000156878.3	1157	905.198	29.3895	2.63087
ENSDART00000156142.2	1978	1726.2	25	1.17354
ENSDART00000147009.2	822	570.198	3	0.42633
ENSDART00000155827.2	1161	909.198	0	0
ENSDART00000154829.2	1305	1053.2	80.2645	6.17538
ENSDART00000062130.6	1098	846.198	0	0
ENSDART00000155479.2	772	520.198	140	21.8077
ENSDART00000108694.4	4172	3920.2	500	10.335
ENSDART00000162388.2	2689	2437.2	0	0
ENSDART00000170119.2	5202	4950.2	40.5873	0.664381
ENSDART00000163370.3	2009	1757.2	10	0.461136
ENSDART00000189331.1	910	658.198	0	0
ENSDART00000144959.3	790	538.198	60.5331	9.11383
ENSDART00000147509.2	671	419.198	9.3642e-08	1.81009e-08
ENSDART00000092479.5	678	426.198	237.304	45.1174
ENSDART00000169521.2	1111	859.198	7	0.660168
ENSDART00000181582.1	417	166.061	0	0
ENSDART00000149108.2	1677	1425.2	2.00264	0.113861
ENSDART00000192145.1	3575	3323.2	237.513	5.79136
ENSDART00000053045.5	3089	2837.2	1926.4	55.0182
ENSDART00000143599.2	696	444.198	17.6559	3.2208
ENSDART00000168857.2	4172	3920.2	49.9445	1.03236
ENSDART00000091955.5	4669	4417.2	975.959	17.9033
ENSDART00000173716.2	2715	2463.2	0	0
ENSDART00000190811.1	4056	3804.2	3388.98	72.1863
ENSDART00000039267.7	1029	777.198	450	46.917
ENSDART00000131609.3	928	676.198	0	0
ENSDART00000135265.2	939	687.198	0	0
ENSDART00000123482.4	1615	1363.2	46.5357	2.76616
ENSDART00000057528.5	1879	1627.2	454.464	22.6313
ENSDART00000171868.2	668	416.198	34.864	6.78777
ENSDART00000166819.2	1580	1328.2	496.856	30.3122
ENSDART00000164984.2	640	388.207	7.19972	1.5028
ENSDART00000162589.2	633	381.207	0	0
ENSDART00000180692.1	2557	2305.2	43.4149	1.52609
ENSDART00000081477.5	1577	1325.2	552	33.7527
ENSDART00000169763.2	1124	872.198	65	6.03876
ENSDART00000146325.2	1157	905.198	9	0.805654
ENSDART00000018533.8	1232	980.198	12	0.992013
ENSDART00000013607.9	1791	1539.2	0	0
ENSDART00000157155.2	2515	2263.2	425	15.2165
ENSDART00000013814.8	1325	1073.2	43	3.24667
ENSDART00000133348.2	992	740.198	124	13.5745
ENSDART00000168251.2	800	548.198	0	0
ENSDART00000147715.2	1088	836.198	5	0.484519
ENSDART00000128486.3	641	389.207	0	0
ENSDART00000122108.3	6037	5785.2	425.785	5.96379
ENSDART00000136763.2	505	253.314	5	1.59941
ENSDART00000154124.2	944	692.198	8.73171	1.02216
ENSDART00000110781.7	3769	3517.2	16.2683	0.374796
ENSDART00000155803.2	861	609.198	0	0
ENSDART00000146728.3	1681	1429.2	86.8014	4.92135
ENSDART00000171731.2	1022	770.198	2.7873	0.293245
ENSDART00000182840.1	843	591.198	13.0882	1.7939
ENSDART00000017902.8	5192	4940.2	438.683	7.19542
ENSDART00000135940.4	3937	3685.2	279	6.13469
ENSDART00000163003.2	1665	1413.2	0	0
ENSDART00000150167.3	921	669.198	0	0
ENSDART00000115394.4	1290	1038.2	1.25	0.0975617
ENSDART00000136147.2	939	687.198	16.5478	1.95123
ENSDART00000151004.2	1313	1061.2	43.6781	3.33516
ENSDART00000133998.3	2129	1877.2	1163.54	50.225
ENSDART00000134574.3	725	473.198	0	0
ENSDART00000141998.2	961	709.198	4.46226	0.509844
ENSDART00000148606.2	3095	2843.2	3.37382	0.0961533
ENSDART00000156352.2	7929	7677.2	156.201	1.64865
ENSDART00000192212.1	5837	5585.2	1016.42	14.7464
ENSDART00000141746.3	664	412.198	0	0
ENSDART00000133948.2	462	210.481	0	0
ENSDART00000139551.2	797	545.198	0	0
ENSDART00000031625.9	2072	1820.2	59.9039	2.66677
ENSDART00000192324.1	2886	2634.2	0	0
ENSDART00000191464.1	4218	3966.2	89.5745	1.83004
ENSDART00000182369.1	2657	2405.2	4.94063	0.166449
ENSDART00000152597.2	1016	764.198	0	0
ENSDART00000016096.9	2892	2640.2	344.232	10.5649
ENSDART00000135044.2	4782	4530.2	442	7.90596
ENSDART00000173029.2	508	256.301	23.1137	7.30752
ENSDART00000111140.5	323	80.8147	2008.04	2013.41
ENSDART00000173145.2	768	516.198	40.434	6.34717
ENSDART00000172953.2	436	184.772	2273.41	996.99
ENSDART00000142337.2	3051	2799.2	2087	60.4141
ENSDART00000141271.2	234	33.0776	0	0
ENSDART00000031727.5	1823	1571.2	129	6.65286
ENSDART00000148992.3	1256	1004.2	0	0
ENSDART00000149935.2	601	349.244	1.18161	0.274155
ENSDART00000149030.3	853	601.198	0	0
ENSDART00000149260.3	1826	1574.2	414.985	21.361
ENSDART00000187916.1	4285	4033.2	50.1879	1.00832
ENSDART00000037999.5	1607	1355.2	23.4111	1.39981
ENSDART00000170614.2	4425	4173.2	248.589	4.82683
ENSDART00000144819.2	346	99.6632	13	10.5696
ENSDART00000193627.1	1449	1197.2	521	35.2632
ENSDART00000143300.3	2077	1825.2	376	16.6927
ENSDART00000134938.2	577	325.252	4.6858	1.16738
ENSDART00000066086.8	2062	1810.2	7.3142	0.327409
ENSDART00000139036.2	605	353.244	172	39.4551
ENSDART00000144900.2	430	178.9	0	0
ENSDART00000154778.2	15627	15375.2	12531.9	66.0456
ENSDART00000155335.2	1010	758.198	3.95796	0.422998
ENSDART00000188706.1	12051	11799.2	0	0
ENSDART00000182622.1	11386	11134.2	1.18952	0.00865688
ENSDART00000184483.1	11968	11716.2	0	0
ENSDART00000181338.1	11324	11072.2	0	0
ENSDART00000152232.3	2148	1896.2	139.251	5.95067
ENSDART00000152493.2	2295	2043.2	15.9664	0.633209
ENSDART00000065125.7	1982	1730.2	24.7821	1.16062
ENSDART00000152234.2	716	464.198	0	0
ENSDART00000131454.2	321	79.2676	0	0
ENSDART00000009315.11	1966	1714.2	0	0
ENSDART00000110696.3	1968	1716.2	0	0
ENSDART00000012627.6	1819	1567.2	2	0.103408
ENSDART00000158599.2	884	632.198	21.6339	2.77288
ENSDART00000164965.2	849	597.198	4.83489	0.656022
ENSDART00000111374.4	948	696.198	1628.6	189.554
ENSDART00000054472.4	4633	4381.2	25.7283	0.475848
ENSDART00000182810.1	3975	3723.2	0	0
ENSDART00000136014.2	650	398.198	0	0
ENSDART00000065956.4	528	276.267	0	0
ENSDART00000009912.7	1647	1395.2	0	0
ENSDART00000181589.1	2102	1850.2	2	0.0875914
ENSDART00000132083.3	2627	2375.2	3	0.102346
ENSDART00000132887.4	940	688.198	0	0
ENSDART00000147429.3	780	528.198	0	0
ENSDART00000130234.4	552	300.252	0	0
ENSDART00000136528.4	2548	2296.2	43.3241	1.52887
ENSDART00000102075.6	2294	2042.2	24.7687	0.982778
ENSDART00000131527.2	568	316.252	8.79453	2.25335
ENSDART00000193535.1	2495	2243.2	25.1127	0.907141
ENSDART00000099023.5	1857	1605.2	22.8937	1.15568
ENSDART00000124704.3	2045	1793.2	42.1063	1.90269
ENSDART00000172128.2	5952	5700.2	0	0
ENSDART00000190331.1	6410	6158.2	1780.71	23.4309
ENSDART00000163523.2	6288	6036.2	0	0
ENSDART00000152294.2	573	321.252	3	0.756702
ENSDART00000060399.6	1827	1575.2	990.387	50.9471
ENSDART00000152210.2	755	503.198	19.3808	3.12092
ENSDART00000173901.2	419	168.031	6.52876	3.1484
ENSDART00000166640.2	1217	965.198	40	3.3581
ENSDART00000152011.3	7428	7176.2	7.8643	0.0888005
ENSDART00000087817.6	2027	1775.2	0	0
ENSDART00000185404.1	396	145.64	1	0.556378
ENSDART00000193191.1	549	297.252	0	0
ENSDART00000147783.2	828	576.198	0	0
ENSDART00000079003.6	778	526.198	0	0
ENSDART00000022042.10	6814	6562.2	4181	51.6274
ENSDART00000191870.1	6804	6552.2	0	0
ENSDART00000160719.2	854	602.198	598.365	80.5149
ENSDART00000168583.2	1359	1107.2	1350.64	98.8468
ENSDART00000141835.2	1852	1600.2	814.28	41.2334
ENSDART00000187816.1	882	630.198	0	0
ENSDART00000101928.6	642	390.207	0	0
ENSDART00000171183.2	5373	5121.2	872.727	13.8088
ENSDART00000159380.2	1029	777.198	0	0
ENSDART00000182081.1	5902	5650.2	0	0
ENSDART00000180565.1	6025	5773.2	44.273	0.621401
ENSDART00000170387.2	2508	2256.2	0	0
ENSDART00000161553.2	6351	6099.2	276.715	3.67629
ENSDART00000125302.3	931	679.198	0	0
ENSDART00000167748.2	8607	8355.2	15	0.145474
ENSDART00000048399.8	3571	3319.2	6.17365	0.150716
ENSDART00000169613.3	3342	3090.2	4.82935	0.126634
ENSDART00000136243.3	2660	2408.2	322.535	10.8526
ENSDART00000144690.2	594	342.244	1	0.236763
ENSDART00000135470.2	1265	1013.2	0	0
ENSDART00000184882.1	1244	992.198	0	0
ENSDART00000182342.1	5843	5591.2	248.709	3.60443
ENSDART00000110923.4	3352	3100.2	259.079	6.77163
ENSDART00000140631.2	494	242.326	0	0
ENSDART00000180289.1	7988	7736.2	2293.18	24.0193
ENSDART00000162711.2	2409	2157.2	0	0
ENSDART00000168964.2	2001	1749.2	70	3.24271
ENSDART00000129776.3	2055	1803.2	11.8059	0.530523
ENSDART00000138593.2	1152	900.198	102.899	9.26235
ENSDART00000135800.3	1913	1661.2	0	0
ENSDART00000060731.5	2427	2175.2	0	0
ENSDART00000152447.3	1252	1000.2	2	0.162029
ENSDART00000152314.2	1307	1055.2	0	0
ENSDART00000159007.2	3680	3428.2	0	0
ENSDART00000136034.2	535	283.26	2.33914	0.669145
ENSDART00000027957.8	2008	1756.2	666.557	30.7548
ENSDART00000190601.1	2067	1815.2	0	0
ENSDART00000192547.1	2539	2287.2	4.10372	0.145386
ENSDART00000147299.2	2721	2469.2	0	0
ENSDART00000138393.2	801	549.198	0	0
ENSDART00000083665.6	2892	2640.2	29	0.890043
ENSDART00000134337.2	797	545.198	0	0
ENSDART00000145355.2	543	291.26	0	0
ENSDART00000077962.6	3076	2824.2	497.245	14.2668
ENSDART00000132917.2	670	418.198	104.071	20.1649
ENSDART00000058777.5	1113	861.198	13.9294	1.31063
ENSDART00000152758.2	1186	934.198	3	0.260215
ENSDART00000153830.2	731	479.198	131	22.1517
ENSDART00000137056.2	420	169.014	0	0
ENSDART00000079596.7	1775	1523.2	34.6974	1.84582
ENSDART00000111246.4	1568	1316.2	13.3026	0.818964
ENSDART00000134073.3	2977	2725.2	75.5721	2.24705
ENSDART00000148358.2	3165	2913.2	0	0
ENSDART00000146152.2	558	306.252	2	0.529176
ENSDART00000191927.1	2113	1861.2	149.861	6.52447
ENSDART00000137572.3	781	529.198	1832.38	280.574
ENSDART00000066621.5	1214	962.198	6	0.505285
ENSDART00000151915.2	5427	5175.2	1.16439	0.0182315
ENSDART00000186814.1	7468	7216.2	551.455	6.19229
ENSDART00000151680.2	591	339.244	0	0
ENSDART00000151526.2	542	290.26	0	0
ENSDART00000130984.4	1091	839.198	5	0.482787
ENSDART00000159787.2	598	346.244	1682.81	393.826
ENSDART00000180531.1	3260	3008.2	234.131	6.30669
ENSDART00000174340.2	6291	6039.2	1427.68	19.1559
ENSDART00000174223.2	1766	1514.2	17.1973	0.920294
ENSDART00000131113.3	4206	3954.2	3.91965	0.0803227
ENSDART00000030566.8	1529	1277.2	43	2.7281
ENSDART00000021139.8	1486	1234.2	554	36.3726
ENSDART00000144356.2	690	438.198	0	0
ENSDART00000041549.4	2310	2058.2	91.0222	3.58352
ENSDART00000172176.2	5134	4882.2	372.549	6.18326
ENSDART00000152224.4	2042	1790.2	216	9.77693
ENSDART00000150764.2	3091	2839.2	1.1285	0.0322074
ENSDART00000045565.7	2342	2090.2	335.865	13.0205
ENSDART00000137505.2	2146	1894.2	9660.14	413.245
ENSDART00000138769.3	838	586.198	1.10185	0.15231
ENSDART00000171527.2	2397	2145.2	14.4693	0.546551
ENSDART00000159066.2	1923	1671.2	16.4288	0.796577
ENSDART00000059230.7	798	546.198	0	0
ENSDART00000157782.2	1366	1114.2	2.18782	0.159111
ENSDART00000167074.2	1829	1577.2	128.812	6.6179
ENSDART00000137135.3	1357	1105.2	8	0.586543
ENSDART00000179299.2	1566	1314.2	0	0
ENSDART00000135853.2	703	451.198	0	0
ENSDART00000101923.4	775	523.198	0	0
ENSDART00000140076.3	471	219.421	4.01094	1.48121
ENSDART00000005593.6	2918	2666.2	373.661	11.3563
ENSDART00000131927.2	862	610.198	0	0
ENSDART00000139702.3	792	540.198	2.32781	0.349175
ENSDART00000112071.4	2179	1927.2	0	0
ENSDART00000110319.4	430	178.9	0	0
ENSDART00000124938.3	1166	914.198	50	4.43179
ENSDART00000105666.5	678	426.198	0	0
ENSDART00000145368.3	3871	3619.2	862.959	19.3209
ENSDART00000189704.1	3405	3153.2	0	0
ENSDART00000086984.8	3587	3335.2	29	0.704573
ENSDART00000152133.2	538	286.26	2	0.566134
ENSDART00000168105.3	1497	1245.2	0	0
ENSDART00000148872.3	3100	2848.2	0	0
ENSDART00000078656.4	2771	2519.2	44	1.41527
ENSDART00000153050.2	836	584.198	282.338	39.1615
ENSDART00000153055.2	4622	4370.2	1884.16	34.9354
ENSDART00000153238.2	503	251.314	26.3917	8.50945
ENSDART00000178840.2	3780	3528.2	0	0
ENSDART00000152812.2	1060	808.198	0	0
ENSDART00000145012.2	1174	922.198	124.094	10.9037
ENSDART00000109714.4	3000	2748.2	54.2324	1.59904
ENSDART00000099690.5	3364	3112.2	13.2014	0.343718
ENSDART00000150005.4	2824	2572.2	69	2.17367
ENSDART00000170318.2	1063	811.198	9	0.899012
ENSDART00000138581.2	2326	2074.2	0	0
ENSDART00000142160.2	716	464.198	0	0
ENSDART00000134963.2	714	462.198	0	0
ENSDART00000135782.2	494	242.326	0	0
ENSDART00000131747.2	487	235.332	0	0
ENSDART00000099131.6	4652	4400.2	0	0
ENSDART00000078491.4	3131	2879.2	2	0.056287
ENSDART00000124159.3	736	484.198	12	2.00821
ENSDART00000164066.2	486	234.332	0	0
ENSDART00000183719.1	423	171.98	0	0
ENSDART00000031499.9	1874	1622.2	0	0
ENSDART00000021177.8	2893	2641.2	225	6.90289
ENSDART00000143009.3	2478	2226.2	263.232	9.5813
ENSDART00000149088.3	3170	2918.2	181.228	5.03224
ENSDART00000102658.5	2608	2356.2	9.28131	0.319189
ENSDART00000111063.5	2105	1853.2	530.052	23.1764
ENSDART00000144172.2	852	600.198	18.3739	2.4806
ENSDART00000189225.1	2465	2213.2	110.693	4.05276
ENSDART00000156685.2	2579	2327.2	0	0
ENSDART00000049900.7	1355	1103.2	124.508	9.14524
ENSDART00000161054.2	615	363.207	1.49151	0.332752
ENSDART00000048046.5	3659	3407.2	66.0291	1.57032
ENSDART00000134042.2	690	438.198	0	0
ENSDART00000135068.3	690	438.198	0	0
ENSDART00000184943.1	6235	5983.2	133.562	1.80883
ENSDART00000098412.5	930	678.198	0	0
ENSDART00000055956.8	6262	6010.2	1.02161e-08	1.37736e-10
ENSDART00000142760.3	1264	1012.2	0	0
ENSDART00000133259.3	775	523.198	1.20572	0.186737
ENSDART00000147598.3	818	566.198	0	0
ENSDART00000136929.3	1028	776.198	0	0
ENSDART00000146986.2	759	507.198	2.01154	0.321367
ENSDART00000143340.3	2989	2737.2	1224.66	36.2544
ENSDART00000188720.1	633	381.207	0	0
ENSDART00000086985.6	1867	1615.2	377.119	18.9192
ENSDART00000073663.6	1693	1441.2	5.01911	0.282197
ENSDART00000124128.3	1000	748.198	0	0
ENSDART00000158616.2	4279	4027.2	32.6109	0.65616
ENSDART00000114004.5	3684	3432.2	0	0
ENSDART00000188223.1	3989	3737.2	10.3891	0.225258
ENSDART00000138116.3	1500	1248.2	68.7948	4.46603
ENSDART00000051344.6	1378	1126.2	23.4733	1.68892
ENSDART00000156765.3	6035	5783.2	176.041	2.46658
ENSDART00000158444.2	1096	844.198	6.00367	0.576265
ENSDART00000003508.9	1671	1419.2	0	0
ENSDART00000124221.3	774	522.198	0	0
ENSDART00000089506.6	2773	2521.2	349	11.2168
ENSDART00000137552.2	1815	1563.2	213	11.0412
ENSDART00000138082.2	511	259.301	0	0
ENSDART00000079215.6	2398	2146.2	397.153	14.9947
ENSDART00000007732.8	2668	2416.2	6	0.201219
ENSDART00000075187.4	1486	1234.2	92.6551	6.08323
ENSDART00000130680.5	1216	964.198	742.345	62.3863
ENSDART00000171017.2	651	399.198	16.3781	3.32449
ENSDART00000137708.3	447	195.619	3.62191	1.5003
ENSDART00000139844.2	524	272.281	0	0
ENSDART00000132149.2	467	215.449	7	2.63271
ENSDART00000174974.2	2814	2562.2	71.6152	2.26486
ENSDART00000037553.7	2352	2100.2	418.392	16.1426
ENSDART00000149595.2	587	335.252	15.6079	3.77244
ENSDART00000155832.2	5345	5093.2	85.7859	1.36482
ENSDART00000131424.3	1497	1245.2	2	0.130149
ENSDART00000023686.9	2135	1883.2	11.0783	0.47668
ENSDART00000155088.2	887	635.198	0	0
ENSDART00000164646.2	1718	1466.2	15	0.828988
ENSDART00000150600.2	3646	3394.2	4.71485	0.112559
ENSDART00000148920.2	1507	1255.2	273	17.6238
ENSDART00000082454.4	1800	1548.2	331	17.3241
ENSDART00000140119.2	761	509.198	0	0
ENSDART00000139385.3	2618	2366.2	890.618	30.4993
ENSDART00000186419.1	1271	1019.2	1655.38	131.61
ENSDART00000126154.4	2705	2453.2	255.1	8.42612
ENSDART00000141696.2	801	549.198	0	0
ENSDART00000136522.2	460	208.492	0	0
ENSDART00000126897.3	1120	868.198	178.92	16.699
ENSDART00000149746.2	699	447.198	191.992	34.7884
ENSDART00000152603.2	3438	3186.2	15.0827	0.38358
ENSDART00000190066.1	1971	1719.2	0	0
ENSDART00000155838.2	8327	8075.2	1719	17.2493
ENSDART00000032547.8	729	477.198	3	0.509416
ENSDART00000148440.3	1927	1675.2	35	1.69298
ENSDART00000027829.10	3749	3497.2	3	0.0695105
ENSDART00000036797.9	1490	1238.2	2664	174.339
ENSDART00000171830.2	338	92.8321	24	20.949
ENSDART00000158914.2	1298	1046.2	3	0.232358
ENSDART00000128404.3	2021	1769.2	0	0
ENSDART00000156366.2	1235	983.198	0	0
ENSDART00000142636.2	831	579.198	7.88091	1.10255
ENSDART00000145222.2	379	129.553	3.19447	1.99802
ENSDART00000143435.2	465	213.46	0.312824	0.11875
ENSDART00000004797.10	2143	1891.2	12.6753	0.543089
ENSDART00000183838.1	3962	3710.2	11.944	0.260857
ENSDART00000188584.1	3592	3340.2	318.776	7.73326
ENSDART00000131712.2	594	342.244	0	0
ENSDART00000146649.3	3335	3083.2	8.07031	0.212099
ENSDART00000144207.3	551	299.252	0	0
ENSDART00000140053.3	1406	1154.2	1.97887	0.138927
ENSDART00000171675.2	835	583.198	0	0
ENSDART00000167001.2	1614	1362.2	547.78	32.5849
ENSDART00000183618.1	848	596.198	0	0
ENSDART00000127015.3	12025	11773.2	1493.02	10.2759
ENSDART00000145273.2	1530	1278.2	37.1866	2.35743
ENSDART00000006300.7	1694	1442.2	196.142	11.0203
ENSDART00000159935.2	1976	1724.2	12.8017	0.601629
ENSDART00000141332.3	3804	3552.2	0	0
ENSDART00000137749.2	470	218.449	0	0
ENSDART00000100772.5	2029	1777.2	0	0
ENSDART00000180013.1	4514	4262.2	0.359038	0.00682584
ENSDART00000177914.2	4496	4244.2	48.6634	0.929087
ENSDART00000004333.10	3026	2774.2	0	0
ENSDART00000124533.3	2486	2234.2	0	0
ENSDART00000180257.1	6674	6422.2	129.125	1.6292
ENSDART00000138653.4	439	187.725	0	0
ENSDART00000132647.4	736	484.198	0	0
ENSDART00000084102.6	3756	3504.2	45	1.04058
ENSDART00000066033.8	1727	1475.2	2	0.109857
ENSDART00000151766.3	3136	2884.2	0	0
ENSDART00000017869.10	1992	1740.2	1.74986	0.0814808
ENSDART00000142170.2	1234	982.198	0	0
