target_id	length	eff_length	est_counts	tpm
ENSDART00000193507.1	66	35.1667	0	0
ENSDART00000193441.1	66	35.1667	0	0
ENSDART00000159092.2	63	32.6615	0	0
ENSDART00000162187.2	63	32.6615	0	0
ENSDART00000171126.2	60	32.15	0	0
ENSDART00000184586.1	66	35.1667	0	0
ENSDART00000190235.1	66	35.1667	0	0
ENSDART00000190038.1	399	153.149	11.2056	2.29832
ENSDART00000167303.2	63	32.6615	0	0
ENSDART00000159979.2	60	32.15	0	0
ENSDART00000165172.2	63	32.6615	0	0
ENSDART00000168126.2	57	29.661	0	0
ENSDART00000171914.2	63	32.6615	0	0
ENSDART00000190775.1	66	35.1667	0	0
ENSDART00000159628.2	63	32.6615	0	0
ENSDART00000158978.2	907	659.807	0	0
ENSDART00000161459.2	60	32.15	0	0
ENSDART00000170206.2	61	31.1406	0	0
ENSDART00000181827.1	63	32.6615	0	0
ENSDART00000161571.2	57	29.661	0	0
ENSDART00000171681.2	60	32.15	0	0
ENSDART00000162921.2	60	32.15	0	0
ENSDART00000159011.2	63	32.6615	0	0
ENSDART00000170691.2	63	32.6615	0	0
ENSDART00000185019.1	66	35.1667	0	0
ENSDART00000193555.1	66	35.1667	0	0
ENSDART00000161763.2	63	32.6615	0	0
ENSDART00000192441.1	63	32.6615	0	0
ENSDART00000187002.1	896	648.807	5.92793	0.286997
ENSDART00000190928.1	66	35.1667	0	0
ENSDART00000166020.2	66	35.1667	0	0
ENSDART00000160505.2	60	32.15	0	0
ENSDART00000191315.1	976	728.807	0	0
ENSDART00000170860.2	63	32.6615	0	0
ENSDART00000161136.2	63	32.6615	0	0
ENSDART00000161690.2	63	32.6615	0	0
ENSDART00000192804.1	63	32.6615	0	0
ENSDART00000166828.2	63	32.6615	0	0
ENSDART00000172037.2	344	101.799	13	4.01136
ENSDART00000165410.2	350	107.129	20	5.86426
ENSDART00000163675.2	339	97.5168	0	0
ENSDART00000172374.2	355	111.616	0	0
ENSDART00000161368.2	354	110.709	0	0
ENSDART00000171132.2	338	96.6568	0	0
ENSDART00000170804.2	366	121.709	1	0.258088
ENSDART00000160762.2	345	102.655	0	0
ENSDART00000167067.2	378	132.958	0	0
ENSDART00000161271.2	334	93.3656	0	0
ENSDART00000163938.2	366	121.709	0	0
ENSDART00000161622.2	445	198.275	0	0
ENSDART00000162257.2	426	179.548	0	0
ENSDART00000158119.2	318	80.4591	0	0
ENSDART00000169491.2	387	141.549	1	0.221914
ENSDART00000172528.2	396	150.218	0	0
ENSDART00000166253.2	411	164.847	0	0
ENSDART00000160948.2	323	84.4067	1	0.372146
ENSDART00000161537.2	377	131.998	0	0
ENSDART00000159235.2	348	105.336	0	0
ENSDART00000171772.2	483	236.058	0	0
ENSDART00000167404.2	357	113.437	0	0
ENSDART00000171344.2	462	215.152	0	0
ENSDART00000168039.2	470	223.099	0	0
ENSDART00000157830.2	431	184.449	0	0
ENSDART00000166182.2	372	127.352	0	0
ENSDART00000167805.2	378	132.958	0	0
ENSDART00000159795.2	419	172.638	0	0
ENSDART00000160202.2	378	132.958	0	0
ENSDART00000163851.2	330	90.0817	0	0
ENSDART00000161463.2	417	170.685	0	0
ENSDART00000164491.2	366	121.709	0	0
ENSDART00000158772.2	348	105.336	0	0
ENSDART00000167409.2	420	173.633	2	0.361816
ENSDART00000160204.2	348	105.336	0	0
ENSDART00000166882.2	420	173.633	4	0.723633
ENSDART00000171020.2	383	137.764	0	0
ENSDART00000162456.2	366	121.709	3	0.774263
ENSDART00000164309.2	390	144.44	0	0
ENSDART00000160996.2	369	124.517	0	0
ENSDART00000166892.2	332	91.7147	1	0.342492
ENSDART00000171613.2	393	147.317	1	0.213225
ENSDART00000164961.2	357	113.437	0	0
ENSDART00000164492.2	396	150.218	0	0
ENSDART00000158814.2	396	150.218	0	0
ENSDART00000171201.2	397	151.204	0	0
ENSDART00000164110.2	399	153.149	0	0
ENSDART00000166029.2	381	135.856	0	0
ENSDART00000165676.2	371	126.403	0	0
ENSDART00000163282.2	342	100.078	0	0
ENSDART00000167496.2	346	103.547	0	0
ENSDART00000164659.2	404	158.026	0	0
ENSDART00000164489.2	350	107.129	0	0
ENSDART00000160625.2	413	166.807	0	0
ENSDART00000169436.2	387	141.549	0	0
ENSDART00000170399.2	380	134.884	0	0
ENSDART00000162378.2	358	114.318	0	0
ENSDART00000169864.2	389	143.484	0	0
ENSDART00000164059.2	336	95.0001	1	0.330648
ENSDART00000168607.2	375	130.109	0	0
ENSDART00000161399.2	381	135.856	0	0
ENSDART00000171483.2	397	151.204	0	0
ENSDART00000171356.2	339	97.5168	0	0
ENSDART00000172182.2	413	166.807	0	0
ENSDART00000113019.3	414	167.771	0	0
ENSDART00000170523.2	375	130.109	0	0
ENSDART00000160187.2	385	139.634	0	0
ENSDART00000114271.4	416	169.726	1	0.185073
ENSDART00000159161.2	423	176.585	0	0
ENSDART00000162061.2	314	77.3107	0	0
ENSDART00000189431.1	11	4.375	0	0
ENSDART00000189226.1	10	3.85714	0	0
ENSDART00000154123.2	849	601.807	92.4746	4.82675
ENSDART00000156878.3	1157	909.807	94.5254	3.26354
ENSDART00000156142.2	1978	1730.81	75	1.36114
ENSDART00000147009.2	822	574.807	20	1.09294
ENSDART00000155827.2	1161	913.807	2	0.0687488
ENSDART00000154829.2	1305	1057.81	155.639	4.6217
ENSDART00000062130.6	1098	850.807	0	0
ENSDART00000155479.2	772	524.807	252.644	15.1216
ENSDART00000108694.4	4172	3924.81	1278.24	10.2302
ENSDART00000162388.2	2689	2441.81	11.82	0.152053
ENSDART00000170119.2	5202	4954.81	156.61	0.992849
ENSDART00000163370.3	2009	1761.81	82	1.46199
ENSDART00000189331.1	910	662.807	0	0
ENSDART00000144959.3	790	542.807	146.082	8.45357
ENSDART00000147509.2	671	423.864	0	0
ENSDART00000092479.5	678	430.851	745.046	54.3182
ENSDART00000169521.2	1111	863.807	693	25.2003
ENSDART00000181582.1	417	170.685	0	0
ENSDART00000149108.2	1677	1429.81	82.513	1.81274
ENSDART00000192145.1	3575	3327.81	514.362	4.85512
ENSDART00000053045.5	3089	2841.81	3388.9	37.4588
ENSDART00000143599.2	696	448.851	229.786	16.0809
ENSDART00000168857.2	4172	3924.81	87.3093	0.698766
ENSDART00000091955.5	4669	4421.81	4251.6	30.2024
ENSDART00000173716.2	2715	2467.81	2563.88	32.6345
ENSDART00000190811.1	4056	3808.81	2511.9	20.7159
ENSDART00000039267.7	1029	781.807	2981.51	119.791
ENSDART00000131609.3	928	680.807	0	0
ENSDART00000135265.2	939	691.807	0	0
ENSDART00000123482.4	1615	1367.81	350.572	8.05085
ENSDART00000057528.5	1879	1631.81	515.428	9.92177
ENSDART00000171868.2	668	420.864	74.9903	5.59697
ENSDART00000166819.2	1580	1332.81	1483.88	34.972
ENSDART00000164984.2	640	392.864	29.3212	2.34439
ENSDART00000162589.2	633	385.864	0	0
ENSDART00000180692.1	2557	2309.81	114.778	1.56089
ENSDART00000081477.5	1577	1329.81	2591	61.2024
ENSDART00000169763.2	1124	876.807	208	7.45159
ENSDART00000146325.2	1157	909.807	9.4824	0.327385
ENSDART00000018533.8	1232	984.807	40	1.27585
ENSDART00000013607.9	1791	1543.81	0	0
ENSDART00000157155.2	2515	2267.81	1534	21.2476
ENSDART00000013814.8	1325	1077.81	698	20.3425
ENSDART00000133348.2	992	744.807	1633	68.8703
ENSDART00000168251.2	800	552.807	3	0.170466
ENSDART00000147715.2	1088	840.807	67	2.50304
ENSDART00000128486.3	641	393.864	1	0.0797523
ENSDART00000122108.3	6037	5789.81	1460.72	7.92485
ENSDART00000136763.2	505	257.991	216	26.2989
ENSDART00000154124.2	944	696.807	122.256	5.5112
ENSDART00000110781.7	3769	3521.81	66.2994	0.591335
ENSDART00000155803.2	861	613.807	1.44485	0.0739399
ENSDART00000146728.3	1681	1433.81	235.31	5.15512
ENSDART00000171731.2	1022	774.807	6.23532	0.252787
ENSDART00000182840.1	843	595.807	25.5362	1.3463
ENSDART00000017902.8	5192	4944.81	2540.73	16.1398
ENSDART00000135940.4	3937	3689.81	596.408	5.07726
ENSDART00000163003.2	1665	1417.81	0	0
ENSDART00000150167.3	921	673.807	14.6201	0.681561
ENSDART00000115394.4	1290	1042.81	9.89513	0.298062
ENSDART00000136147.2	939	691.807	68.0073	3.08788
ENSDART00000151004.2	1313	1065.81	175.454	5.171
ENSDART00000133998.3	2129	1881.81	3224.77	53.8286
ENSDART00000134574.3	725	477.851	23.1925	1.52456
ENSDART00000141998.2	961	713.807	36.0396	1.58595
ENSDART00000148606.2	3095	2847.81	2.68249	0.0295881
ENSDART00000156352.2	7929	7681.81	1936.41	7.91815
ENSDART00000192212.1	5837	5589.81	530.463	2.98091
ENSDART00000141746.3	664	416.864	0	0
ENSDART00000133948.2	462	215.152	0	0
ENSDART00000139551.2	797	549.807	0	0
ENSDART00000031625.9	2072	1824.81	403.826	6.95131
ENSDART00000192324.1	2886	2638.81	5.23036	0.0622606
ENSDART00000191464.1	4218	3970.81	382.905	3.02902
ENSDART00000182369.1	2657	2409.81	0	0
ENSDART00000152597.2	1016	768.807	18.5308	0.757125
ENSDART00000016096.9	2892	2644.81	706.082	8.38592
ENSDART00000135044.2	4782	4534.81	1094	7.57789
ENSDART00000173029.2	508	260.984	3.97609	0.478556
ENSDART00000111140.5	323	84.4067	1927.47	717.299
ENSDART00000173145.2	768	520.807	109.242	6.58875
ENSDART00000172953.2	436	189.398	2421.31	401.573
ENSDART00000142337.2	3051	2803.81	7127	79.8451
ENSDART00000141271.2	234	33.2357	0	0
ENSDART00000031727.5	1823	1575.81	414	8.25253
ENSDART00000148992.3	1256	1008.81	3.33087	0.103714
ENSDART00000149935.2	601	353.897	6.98687	0.620148
ENSDART00000149030.3	853	605.807	11.4588	0.594148
ENSDART00000149260.3	1826	1578.81	1188.84	23.6529
ENSDART00000187916.1	4285	4037.81	236.337	1.83855
ENSDART00000037999.5	1607	1359.81	406.129	9.38159
ENSDART00000170614.2	4425	4177.81	512.871	3.85611
ENSDART00000144819.2	346	103.547	93.586	28.3899
ENSDART00000193627.1	1449	1201.81	767.414	20.0579
ENSDART00000143300.3	2077	1829.81	1162	19.9476
ENSDART00000134938.2	577	329.897	0	0
ENSDART00000066086.8	2062	1814.81	12	0.207702
ENSDART00000139036.2	605	357.887	646.831	56.7721
ENSDART00000144900.2	430	183.477	7.1693	1.2274
ENSDART00000154778.2	15627	15379.8	53317.4	108.895
ENSDART00000155335.2	1010	762.807	145.787	6.00337
ENSDART00000188706.1	12051	11803.8	0	0
ENSDART00000182622.1	11386	11138.8	11.8327	0.0333684
ENSDART00000184483.1	11968	11720.8	0	0
ENSDART00000181338.1	11324	11076.8	0	0
ENSDART00000152232.3	2148	1900.81	732.778	12.1094
ENSDART00000152493.2	2295	2047.81	358.37	5.49707
ENSDART00000065125.7	1982	1734.81	152.632	2.76366
ENSDART00000152234.2	716	468.851	3.22085	0.215787
ENSDART00000131454.2	321	82.7775	2	0.75894
ENSDART00000009315.11	1966	1718.81	0	0
ENSDART00000110696.3	1968	1720.81	29.3692	0.536105
ENSDART00000012627.6	1819	1571.81	48.1511	0.96227
ENSDART00000158599.2	884	636.807	7.5058	0.370236
ENSDART00000164965.2	849	601.807	25.7405	1.34353
ENSDART00000111374.4	948	700.807	5154.85	231.05
ENSDART00000054472.4	4633	4385.81	388.015	2.779
ENSDART00000182810.1	3975	3727.81	0	0
ENSDART00000136014.2	650	402.864	0	0
ENSDART00000065956.4	528	280.944	0	0
ENSDART00000009912.7	1647	1399.81	6	0.13464
ENSDART00000181589.1	2102	1854.81	42	0.711279
ENSDART00000132083.3	2627	2379.81	57	0.752355
ENSDART00000132887.4	940	692.807	0	0
ENSDART00000147429.3	780	532.807	0	0
ENSDART00000130234.4	552	304.926	0	0
ENSDART00000136528.4	2548	2300.81	1197.28	16.3457
ENSDART00000102075.6	2294	2046.81	575.036	8.82486
ENSDART00000131527.2	568	320.917	46.685	4.56957
ENSDART00000193535.1	2495	2247.81	0	0
ENSDART00000099023.5	1857	1609.81	193.33	3.77238
ENSDART00000124704.3	2045	1797.81	1041.67	18.2002
ENSDART00000172128.2	5952	5704.81	172.005	0.947087
ENSDART00000190331.1	6410	6162.81	7828.01	39.899
ENSDART00000163523.2	6288	6040.81	47.2821	0.245862
ENSDART00000152294.2	573	325.897	0	0
ENSDART00000060399.6	1827	1579.81	3780.15	75.1614
ENSDART00000152210.2	755	507.807	74.802	4.62704
ENSDART00000173901.2	419	172.638	5.17905	0.942331
ENSDART00000166640.2	1217	969.807	225	7.28764
ENSDART00000152011.3	7428	7180.81	742.01	3.24583
ENSDART00000087817.6	2027	1779.81	0	0
ENSDART00000185404.1	396	150.218	0	0
ENSDART00000193191.1	549	301.926	0	0
ENSDART00000147783.2	828	580.807	0	0
ENSDART00000079003.6	778	530.807	2	0.118354
ENSDART00000022042.10	6814	6566.81	17561.7	84.0045
ENSDART00000191870.1	6804	6556.81	20.8686	0.0999747
ENSDART00000160719.2	854	606.807	541.692	28.0409
ENSDART00000168583.2	1359	1111.81	944.308	26.6793
ENSDART00000141835.2	1852	1604.81	2499.39	48.9216
ENSDART00000187816.1	882	634.807	0	0
ENSDART00000101928.6	642	394.864	3	0.238651
ENSDART00000171183.2	5373	5125.81	3444.87	21.1106
ENSDART00000159380.2	1029	781.807	39.9425	1.60482
ENSDART00000182081.1	5902	5654.81	47.6448	0.264659
ENSDART00000180565.1	6025	5777.81	181.54	0.986958
ENSDART00000170387.2	2508	2260.81	0	0
ENSDART00000161553.2	6351	6103.81	916.738	4.71774
ENSDART00000125302.3	931	683.807	0	0
ENSDART00000167748.2	8607	8359.81	154	0.578648
ENSDART00000048399.8	3571	3323.81	35.378	0.334339
ENSDART00000169613.3	3342	3094.81	55.7018	0.565361
ENSDART00000136243.3	2660	2412.81	1081.87	14.0846
ENSDART00000144690.2	594	346.897	0	0
ENSDART00000135470.2	1265	1017.81	0	0
ENSDART00000184882.1	1244	996.807	0	0
ENSDART00000182342.1	5843	5595.81	176.151	0.988807
ENSDART00000110923.4	3352	3104.81	3655.6	36.984
ENSDART00000140631.2	494	247.022	0	0
ENSDART00000180289.1	7988	7740.81	3438.57	13.9535
ENSDART00000162711.2	2409	2161.81	0	0
ENSDART00000168964.2	2001	1753.81	302	5.40897
ENSDART00000129776.3	2055	1807.81	175.791	3.05445
ENSDART00000138593.2	1152	904.807	151.43	5.25709
ENSDART00000135800.3	1913	1665.81	103.857	1.95839
ENSDART00000060731.5	2427	2179.81	0	0
ENSDART00000152447.3	1252	1004.81	0	0
ENSDART00000152314.2	1307	1059.81	0	0
ENSDART00000159007.2	3680	3432.81	8	0.0732032
ENSDART00000136034.2	535	287.944	46.8041	5.10582
ENSDART00000027957.8	2008	1760.81	2319.26	41.374
ENSDART00000190601.1	2067	1819.81	6.92097	0.119462
ENSDART00000192547.1	2539	2291.81	0.016251	0.000222737
ENSDART00000147299.2	2721	2473.81	0	0
ENSDART00000138393.2	801	553.807	0	0
ENSDART00000083665.6	2892	2644.81	0	0
ENSDART00000134337.2	797	549.807	0	0
ENSDART00000145355.2	543	295.935	0	0
ENSDART00000077962.6	3076	2828.81	2962	32.8906
ENSDART00000132917.2	670	422.864	390.01	28.9711
ENSDART00000058777.5	1113	865.807	575.99	20.897
ENSDART00000152758.2	1186	938.807	6	0.200754
ENSDART00000153830.2	731	483.822	318	20.6458
ENSDART00000137056.2	420	173.633	0	0
ENSDART00000079596.7	1775	1527.81	2056.76	42.2869
ENSDART00000111246.4	1568	1320.81	20.2363	0.481263
ENSDART00000134073.3	2977	2729.81	107.028	1.23156
ENSDART00000148358.2	3165	2917.81	263.844	2.84041
ENSDART00000146152.2	558	310.926	15	1.51539
ENSDART00000191927.1	2113	1865.81	182.102	3.06575
ENSDART00000137572.3	781	533.807	4615.56	271.6
ENSDART00000066621.5	1214	966.807	190.334	6.18396
ENSDART00000151915.2	5427	5179.81	245.836	1.4908
ENSDART00000186814.1	7468	7220.81	1821.91	7.92559
ENSDART00000151680.2	591	343.897	2	0.18268
ENSDART00000151526.2	542	294.935	0	0
ENSDART00000130984.4	1091	843.807	6	0.223356
ENSDART00000159787.2	598	350.897	4450.25	398.377
ENSDART00000180531.1	3260	3012.81	646.104	6.73629
ENSDART00000174340.2	6291	6043.81	4158.06	21.6107
ENSDART00000174223.2	1766	1518.81	613.011	12.6781
ENSDART00000131113.3	4206	3958.81	212.769	1.68824
ENSDART00000030566.8	1529	1281.81	138	3.38179
ENSDART00000021139.8	1486	1238.81	2135	54.1357
ENSDART00000144356.2	690	442.851	0	0
ENSDART00000041549.4	2310	2062.81	377.781	5.75269
ENSDART00000172176.2	5134	4886.81	1017.61	6.54105
ENSDART00000152224.4	2042	1794.81	994	17.3964
ENSDART00000150764.2	3091	2843.81	4.96056	0.0547924
ENSDART00000045565.7	2342	2094.81	691.507	10.3691
ENSDART00000137505.2	2146	1898.81	21653.5	358.209
ENSDART00000138769.3	838	590.807	446.51	23.7397
ENSDART00000171527.2	2397	2149.81	377.71	5.51885
ENSDART00000159066.2	1923	1675.81	1270.78	23.8197
ENSDART00000059230.7	798	550.807	4.98745	0.284426
ENSDART00000157782.2	1366	1118.81	0	0
ENSDART00000167074.2	1829	1581.81	211.013	4.19029
ENSDART00000137135.3	1357	1109.81	0	0
ENSDART00000179299.2	1566	1318.81	35	0.833636
ENSDART00000135853.2	703	455.851	1	0.0689075
ENSDART00000101923.4	775	527.807	0	0
ENSDART00000140076.3	471	224.092	4.41095	0.618293
ENSDART00000005593.6	2918	2670.81	2079.76	24.4602
ENSDART00000131927.2	862	614.807	0	0
ENSDART00000139702.3	792	544.807	9.82935	0.566724
ENSDART00000112071.4	2179	1931.81	0	0
ENSDART00000110319.4	430	183.477	0	0
ENSDART00000124938.3	1166	918.807	206	7.04259
ENSDART00000105666.5	678	430.851	0	0
ENSDART00000145368.3	3871	3623.81	508.126	4.40449
ENSDART00000189704.1	3405	3157.81	0	0
ENSDART00000086984.8	3587	3339.81	133	1.25089
ENSDART00000152133.2	538	290.935	0	0
ENSDART00000168105.3	1497	1249.81	0	0
ENSDART00000148872.3	3100	2852.81	43.3557	0.47738
ENSDART00000078656.4	2771	2523.81	75.6443	0.941476
ENSDART00000153050.2	836	588.807	157.882	8.42267
ENSDART00000153055.2	4622	4374.81	2655.21	19.0647
ENSDART00000153238.2	503	255.991	40.7161	4.99609
ENSDART00000178840.2	3780	3532.81	216.392	1.92402
ENSDART00000152812.2	1060	812.807	0	0
ENSDART00000145012.2	1174	926.807	631.696	21.4096
ENSDART00000109714.4	3000	2752.81	454.373	5.18473
ENSDART00000099690.5	3364	3116.81	112.519	1.13398
ENSDART00000150005.4	2824	2576.81	613	7.47254
ENSDART00000170318.2	1063	815.807	46	1.77117
ENSDART00000138581.2	2326	2078.81	3.21255	0.0485428
ENSDART00000142160.2	716	468.851	0	0
ENSDART00000134963.2	714	466.851	0	0
ENSDART00000135782.2	494	247.022	0	0
ENSDART00000131747.2	487	240.044	0	0
ENSDART00000099131.6	4652	4404.81	3.78745	0.0270091
ENSDART00000078491.4	3131	2883.81	49.165	0.535525
ENSDART00000124159.3	736	488.822	96	6.16893
ENSDART00000164066.2	486	239.044	1	0.131405
ENSDART00000183719.1	423	176.585	0	0
ENSDART00000031499.9	1874	1626.81	3	0.0579262
ENSDART00000021177.8	2893	2645.81	1033	12.264
ENSDART00000143009.3	2478	2230.81	719.622	10.1329
ENSDART00000149088.3	3170	2922.81	893.845	9.60621
ENSDART00000102658.5	2608	2360.81	103.853	1.3818
ENSDART00000111063.5	2105	1857.81	741.378	12.5351
ENSDART00000144172.2	852	604.807	234.128	12.1598
ENSDART00000189225.1	2465	2217.81	351.993	4.9854
ENSDART00000156685.2	2579	2331.81	0	0
ENSDART00000049900.7	1355	1107.81	739.912	20.98
ENSDART00000161054.2	615	367.887	26.0002	2.22
ENSDART00000048046.5	3659	3411.81	229.137	2.10961
ENSDART00000134042.2	690	442.851	0	0
ENSDART00000135068.3	690	442.851	0	0
ENSDART00000184943.1	6235	5987.81	0	0
ENSDART00000098412.5	930	682.807	24.0605	1.10687
ENSDART00000055956.8	6262	6014.81	1028.83	5.37293
ENSDART00000142760.3	1264	1016.81	0	0
ENSDART00000133259.3	775	527.807	4.19988	0.249949
ENSDART00000147598.3	818	570.807	0	0
ENSDART00000136929.3	1028	780.807	7.39019	0.297304
ENSDART00000146986.2	759	511.807	15.0041	0.920861
ENSDART00000143340.3	2989	2741.81	2589.77	29.6697
ENSDART00000188720.1	633	385.864	147.418	12.0006
ENSDART00000086985.6	1867	1619.81	3396.22	65.8601
ENSDART00000073663.6	1693	1445.81	0	0
ENSDART00000124128.3	1000	752.807	0	0
ENSDART00000158616.2	4279	4031.81	1315.04	10.2454
ENSDART00000114004.5	3684	3436.81	0	0
ENSDART00000188223.1	3989	3741.81	140.975	1.18345
ENSDART00000138116.3	1500	1252.81	425.437	10.667
ENSDART00000051344.6	1378	1130.81	0	0
ENSDART00000156765.3	6035	5787.81	4575.87	24.8342
ENSDART00000158444.2	1096	848.807	83.1973	3.07886
ENSDART00000003508.9	1671	1423.81	0	0
ENSDART00000124221.3	774	526.807	0	0
ENSDART00000089506.6	2773	2525.81	1557	19.3632
ENSDART00000137552.2	1815	1567.81	779	15.6075
ENSDART00000138082.2	511	263.96	1.01375	0.120638
ENSDART00000079215.6	2398	2150.81	1193.15	17.4255
ENSDART00000007732.8	2668	2420.81	20	0.259513
ENSDART00000075187.4	1486	1238.81	127.938	3.24403
ENSDART00000130680.5	1216	968.807	2250.06	72.9536
ENSDART00000171017.2	651	403.864	0	0
ENSDART00000137708.3	447	200.239	8	1.25496
ENSDART00000139844.2	524	276.944	0	0
ENSDART00000132149.2	467	220.126	67.0702	9.5708
ENSDART00000174974.2	2814	2566.81	138.276	1.69217
ENSDART00000037553.7	2352	2104.81	938.292	14.0028
ENSDART00000149595.2	587	339.897	15.7083	1.45169
ENSDART00000155832.2	5345	5097.81	1262.27	7.77784
ENSDART00000131424.3	1497	1249.81	24	0.603195
ENSDART00000023686.9	2135	1887.81	26.6165	0.442876
ENSDART00000155088.2	887	639.807	1	0.0490954
ENSDART00000164646.2	1718	1470.81	27	0.576631
ENSDART00000150600.2	3646	3398.81	14.074	0.130071
ENSDART00000148920.2	1507	1259.81	548	13.6636
ENSDART00000082454.4	1800	1552.81	869.233	17.5836
ENSDART00000140119.2	761	513.807	5.76655	0.352538
ENSDART00000139385.3	2618	2370.81	12522.9	165.919
ENSDART00000186419.1	1271	1023.81	1466.14	44.9828
ENSDART00000126154.4	2705	2457.81	757.452	9.68048
ENSDART00000141696.2	801	553.807	1.51729	0.0860599
ENSDART00000136522.2	460	213.152	0	0
ENSDART00000126897.3	1120	872.807	564.35	20.3105
ENSDART00000149746.2	699	451.851	114.565	7.96427
ENSDART00000152603.2	3438	3190.81	1126.58	11.0905
ENSDART00000190066.1	1971	1723.81	0	0
ENSDART00000155838.2	8327	8079.81	4958	19.275
ENSDART00000032547.8	729	481.851	23	1.49935
ENSDART00000148440.3	1927	1679.81	306.998	5.74072
ENSDART00000027829.10	3749	3501.81	481.169	4.31613
ENSDART00000036797.9	1490	1242.81	9315.96	235.458
ENSDART00000171830.2	338	96.6568	30.0398	9.76235
ENSDART00000158914.2	1298	1050.81	175	5.23124
ENSDART00000128404.3	2021	1773.81	0	0
ENSDART00000156366.2	1235	987.807	3	0.0953979
ENSDART00000142636.2	831	583.807	0	0
ENSDART00000145222.2	379	133.921	11.9031	2.79192
ENSDART00000143435.2	465	218.139	21.9724	3.16397
ENSDART00000004797.10	2143	1895.81	79.2011	1.31228
ENSDART00000183838.1	3962	3714.81	83.8545	0.709054
ENSDART00000188584.1	3592	3344.81	896.828	8.42224
ENSDART00000131712.2	594	346.897	0	0
ENSDART00000146649.3	3335	3087.81	19.0548	0.193841
ENSDART00000144207.3	551	303.926	0	0
ENSDART00000140053.3	1406	1158.81	0	0
ENSDART00000171675.2	835	587.807	0	0
ENSDART00000167001.2	1614	1366.81	1077.65	24.7662
ENSDART00000183618.1	848	600.807	0	0
ENSDART00000127015.3	12025	11777.8	9813.38	26.1724
ENSDART00000145273.2	1530	1282.81	86.1135	2.10863
ENSDART00000006300.7	1694	1446.81	434.751	9.43887
ENSDART00000159935.2	1976	1728.81	65.1703	1.18411
ENSDART00000141332.3	3804	3556.81	377.2	3.3312
ENSDART00000137749.2	470	223.099	0	0
ENSDART00000100772.5	2029	1781.81	0	0
ENSDART00000180013.1	4514	4266.81	90.5012	0.666256
ENSDART00000177914.2	4496	4248.81	188.195	1.39133
ENSDART00000004333.10	3026	2778.81	2.80003	0.0316514
