target_id	length	eff_length	est_counts	tpm
ENSDART00000135940.4	3937	3705.83	274	6.67174
ENSDART00000163003.2	1665	1433.83	0	0
ENSDART00000150167.3	921	689.825	2	0.261616
ENSDART00000115394.4	1290	1058.83	0	0
ENSDART00000136147.2	939	707.825	18.4613	2.35348
ENSDART00000151004.2	1313	1081.83	26.2258	2.18749
ENSDART00000133998.3	2129	1897.83	1129.74	53.7151
ENSDART00000134574.3	725	493.94	7.02964	1.2842
ENSDART00000141998.2	961	729.825	4.22962	0.522945
ENSDART00000148606.2	3095	2863.83	0	0
ENSDART00000156352.2	7929	7697.83	257.759	3.02148
ENSDART00000192212.1	5837	5605.83	916.327	14.7498
ENSDART00000141746.3	664	432.964	0	0
ENSDART00000133948.2	462	231.194	0	0
ENSDART00000139551.2	797	565.911	0	0
ENSDART00000031625.9	2072	1840.83	72.6144	3.55946
ENSDART00000192324.1	2886	2654.83	0	0
ENSDART00000191464.1	4218	3986.83	70.5177	1.59604
ENSDART00000182369.1	2657	2425.83	0	0
ENSDART00000152597.2	1016	784.825	3.20445	0.36843
ENSDART00000016096.9	2892	2660.83	356.633	12.0943
ENSDART00000135044.2	4782	4550.83	448	8.88304
ENSDART00000173029.2	508	277.079	27.1727	8.84919
ENSDART00000111140.5	323	96.5175	2573.14	2405.64
ENSDART00000173145.2	768	536.926	31.6333	5.31623
ENSDART00000172953.2	436	205.269	2344.06	1030.43
ENSDART00000142337.2	3051	2819.83	2081	66.5923
ENSDART00000141271.2	234	35.6209	0	0
ENSDART00000031727.5	1823	1591.83	200	11.3373
ENSDART00000148992.3	1256	1024.83	2.86963	0.252668
ENSDART00000149935.2	601	369.985	0	0
ENSDART00000149030.3	853	621.879	0	0
ENSDART00000149260.3	1826	1594.83	504.862	28.565
ENSDART00000187916.1	4285	4053.83	88.968	1.98035
ENSDART00000037999.5	1607	1375.83	28.6681	1.88022
ENSDART00000170614.2	4425	4193.83	254.332	5.47223
ENSDART00000144819.2	346	117.508	16	12.2864
ENSDART00000193627.1	1449	1217.83	603	44.6793
ENSDART00000143300.3	2077	1845.83	384	18.7722
ENSDART00000134938.2	577	346.004	0	0
ENSDART00000066086.8	2062	1830.83	4	0.197146
ENSDART00000139036.2	605	373.985	217.966	52.5907
ENSDART00000144900.2	430	199.317	4.03356	1.82607
ENSDART00000154778.2	15627	15395.8	10913.9	63.9665
ENSDART00000155335.2	1010	778.825	3.05503	0.353956
ENSDART00000188706.1	12051	11819.8	0	0
ENSDART00000182622.1	11386	11154.8	0	0
ENSDART00000184483.1	11968	11736.8	0	0
ENSDART00000181338.1	11324	11092.8	0	0
ENSDART00000152232.3	2148	1916.83	143.622	6.76104
ENSDART00000152493.2	2295	2063.83	23.1789	1.01343
ENSDART00000065125.7	1982	1750.83	79.1988	4.08178
ENSDART00000152234.2	716	484.94	0	0
ENSDART00000131454.2	321	94.7469	0	0
ENSDART00000009315.11	1966	1734.83	0	0
ENSDART00000110696.3	1968	1736.83	9.14664	0.475203
ENSDART00000012627.6	1819	1587.83	17.8534	1.01459
ENSDART00000158599.2	884	652.879	8.44283	1.16689
ENSDART00000164965.2	849	617.896	0	0
ENSDART00000111374.4	948	716.825	1684.56	212.054
ENSDART00000054472.4	4633	4401.83	24.0394	0.492793
ENSDART00000182810.1	3975	3743.83	0	0
ENSDART00000136014.2	650	418.964	0	0
ENSDART00000065956.4	528	297.071	0	0
ENSDART00000009912.7	1647	1415.83	6	0.382398
ENSDART00000181589.1	2102	1870.83	0	0
ENSDART00000132083.3	2627	2395.83	4	0.150653
ENSDART00000132887.4	940	708.825	0	0
ENSDART00000147429.3	780	548.911	0	0
ENSDART00000130234.4	552	321.031	0	0
ENSDART00000136528.4	2548	2316.83	102.832	4.00505
ENSDART00000102075.6	2294	2062.83	26.7158	1.16864
ENSDART00000131527.2	568	337.014	16.3757	4.38457
ENSDART00000193535.1	2495	2263.83	0.0765896	0.00305282
ENSDART00000099023.5	1857	1625.83	17.4681	0.969494
ENSDART00000124704.3	2045	1813.83	64.5319	3.21035
ENSDART00000172128.2	5952	5720.83	38.6796	0.610094
ENSDART00000190331.1	6410	6178.83	1809.21	26.4215
ENSDART00000163523.2	6288	6056.83	0	0
ENSDART00000152294.2	573	342.014	0	0
ENSDART00000060399.6	1827	1595.83	1113.78	62.9776
ENSDART00000152210.2	755	523.926	12.1861	2.09879
ENSDART00000173901.2	419	188.426	4.15943	1.9919
ENSDART00000166640.2	1217	985.825	68	6.22419
ENSDART00000152011.3	7428	7196.83	18.4384	0.231183
ENSDART00000087817.6	2027	1795.83	0	0
ENSDART00000185404.1	396	165.705	14	7.62371
ENSDART00000193191.1	549	318.031	0	0
ENSDART00000147783.2	828	596.896	0	0
ENSDART00000079003.6	778	546.911	0	0
ENSDART00000022042.10	6814	6582.83	6365.88	87.2609
ENSDART00000191870.1	6804	6572.83	0	0
ENSDART00000160719.2	854	622.879	610.513	88.4433
ENSDART00000168583.2	1359	1127.83	1721.49	137.732
ENSDART00000141835.2	1852	1620.83	708.206	39.4273
ENSDART00000187816.1	882	650.879	0	0
ENSDART00000101928.6	642	410.975	0	0
ENSDART00000171183.2	5373	5141.83	1018.68	17.877
ENSDART00000159380.2	1029	797.825	0	0
ENSDART00000182081.1	5902	5670.83	13.433	0.213748
ENSDART00000180565.1	6025	5793.83	31.8836	0.496564
ENSDART00000170387.2	2508	2276.83	0	0
ENSDART00000161553.2	6351	6119.83	230.444	3.39782
ENSDART00000125302.3	931	699.825	0	0
ENSDART00000167748.2	8607	8375.83	24	0.258558
ENSDART00000048399.8	3571	3339.83	1.69612	0.0458255
ENSDART00000169613.3	3342	3110.83	14.3064	0.414982
ENSDART00000136243.3	2660	2428.83	305.479	11.349
ENSDART00000144690.2	594	362.995	0	0
ENSDART00000135470.2	1265	1033.83	0	0
ENSDART00000184882.1	1244	1012.83	0	0
ENSDART00000182342.1	5843	5611.83	125.302	2.01477
ENSDART00000110923.4	3352	3120.83	155.889	4.50733
ENSDART00000140631.2	494	263.101	0	0
ENSDART00000180289.1	7988	7756.83	1829.98	21.2881
ENSDART00000162711.2	2409	2177.83	0	0
ENSDART00000168964.2	2001	1769.83	46	2.34532
ENSDART00000129776.3	2055	1823.83	11.8806	0.587799
ENSDART00000138593.2	1152	920.825	118.949	11.6562
ENSDART00000135800.3	1913	1681.83	9.55016	0.512394
ENSDART00000060731.5	2427	2195.83	0	0
ENSDART00000152447.3	1252	1020.83	0	0
ENSDART00000152314.2	1307	1075.83	0	0
ENSDART00000159007.2	3680	3448.83	0	0
ENSDART00000136034.2	535	304.048	9.21493	2.73479
ENSDART00000027957.8	2008	1776.83	772.785	39.2453
ENSDART00000190601.1	2067	1835.83	0	0
ENSDART00000192547.1	2539	2307.83	0	0
ENSDART00000147299.2	2721	2489.83	0	0
ENSDART00000138393.2	801	569.896	0	0
ENSDART00000083665.6	2892	2660.83	35	1.18693
ENSDART00000134337.2	797	565.911	0	0
ENSDART00000145355.2	543	312.04	0	0
ENSDART00000077962.6	3076	2844.83	632.995	20.0779
ENSDART00000132917.2	670	438.964	109.218	22.4513
ENSDART00000058777.5	1113	881.825	70.7815	7.24288
ENSDART00000152758.2	1186	954.825	2.53887	0.239933
ENSDART00000153830.2	731	499.94	118	21.298
ENSDART00000137056.2	420	189.421	0	0
ENSDART00000079596.7	1775	1543.83	39.3181	2.2981
ENSDART00000111246.4	1568	1336.83	7.68186	0.51852
ENSDART00000134073.3	2977	2745.83	46.9456	1.54275
ENSDART00000148358.2	3165	2933.83	62.4218	1.91989
ENSDART00000146152.2	558	327.023	0	0
ENSDART00000191927.1	2113	1881.83	59.5043	2.85327
ENSDART00000137572.3	781	549.911	1494.1	245.167
ENSDART00000066621.5	1214	982.825	16	1.46899
ENSDART00000151915.2	5427	5195.83	1.2498	0.0217049
ENSDART00000186814.1	7468	7236.83	555.75	6.92955
ENSDART00000151680.2	591	359.995	0	0
ENSDART00000151526.2	542	311.04	0	0
ENSDART00000130984.4	1091	859.825	8	0.839564
ENSDART00000159787.2	598	366.995	1919.98	472.074
ENSDART00000180531.1	3260	3028.83	182.33	5.43199
ENSDART00000174340.2	6291	6059.83	1585.42	23.6079
ENSDART00000174223.2	1766	1534.83	33.6594	1.97889
ENSDART00000131113.3	4206	3974.83	4.55425	0.103389
ENSDART00000030566.8	1529	1297.83	26	1.80772
ENSDART00000021139.8	1486	1254.83	666	47.8922
ENSDART00000144356.2	690	458.94	2	0.393231
ENSDART00000041549.4	2310	2078.83	107.444	4.66377
ENSDART00000172176.2	5134	4902.83	447.386	8.23398
ENSDART00000152224.4	2042	1810.83	277	13.8031
ENSDART00000150764.2	3091	2859.83	10	0.315525
ENSDART00000045565.7	2342	2110.83	254.881	10.8958
ENSDART00000137505.2	2146	1914.83	6590.12	310.555
ENSDART00000138769.3	838	606.896	1.763	0.262128
ENSDART00000171527.2	2397	2165.83	147.963	6.1646
ENSDART00000159066.2	1923	1691.83	91.2735	4.86814
ENSDART00000059230.7	798	566.911	0	0
ENSDART00000157782.2	1366	1134.83	2.20743	0.175522
ENSDART00000167074.2	1829	1597.83	86.7926	4.90148
ENSDART00000137135.3	1357	1125.83	7	0.561049
ENSDART00000179299.2	1566	1334.83	0	0
ENSDART00000135853.2	703	471.94	2	0.3824
ENSDART00000101923.4	775	543.911	0	0
ENSDART00000140076.3	471	240.182	3.28644	1.23469
ENSDART00000005593.6	2918	2686.83	471.513	15.8354
ENSDART00000131927.2	862	630.879	1.20079	0.171749
ENSDART00000139702.3	792	560.911	0	0
ENSDART00000112071.4	2179	1947.83	1.34859	0.0624747
ENSDART00000110319.4	430	199.317	0	0
ENSDART00000124938.3	1166	934.825	261	25.1932
ENSDART00000105666.5	678	446.964	0	0
ENSDART00000145368.3	3871	3639.83	928.533	23.0192
ENSDART00000189704.1	3405	3173.83	0	0
ENSDART00000086984.8	3587	3355.83	19	0.510891
ENSDART00000152133.2	538	307.04	0	0
ENSDART00000168105.3	1497	1265.83	0	0
ENSDART00000148872.3	3100	2868.83	8.71983	0.27427
ENSDART00000078656.4	2771	2539.83	35.2802	1.25343
ENSDART00000153050.2	836	604.896	269.755	40.2404
ENSDART00000153055.2	4622	4390.83	1963.54	40.3521
ENSDART00000153238.2	503	272.094	35.1199	11.6468
ENSDART00000178840.2	3780	3548.83	0	0
ENSDART00000152812.2	1060	828.825	0	0
ENSDART00000145012.2	1174	942.825	94.4667	9.0411
ENSDART00000109714.4	3000	2768.83	61.5424	2.00564
ENSDART00000099690.5	3364	3132.83	20.0455	0.577371
ENSDART00000150005.4	2824	2592.83	73	2.54052
ENSDART00000170318.2	1063	831.825	29	3.14586
ENSDART00000138581.2	2326	2094.83	0	0
ENSDART00000142160.2	716	484.94	0	0
ENSDART00000134963.2	714	482.94	0	0
ENSDART00000135782.2	494	263.101	0	0
ENSDART00000131747.2	487	256.122	0	0
ENSDART00000099131.6	4652	4420.83	0	0
ENSDART00000078491.4	3131	2899.83	1.21333	0.0377557
ENSDART00000124159.3	736	504.94	21	3.75278
ENSDART00000164066.2	486	255.122	2	0.707385
ENSDART00000183719.1	423	192.38	0	0
ENSDART00000031499.9	1874	1642.83	0	0
ENSDART00000021177.8	2893	2661.83	337	11.4242
ENSDART00000143009.3	2478	2246.83	329.02	13.2138
ENSDART00000149088.3	3170	2938.83	211.985	6.50887
ENSDART00000102658.5	2608	2376.83	5.44175	0.206593
ENSDART00000111063.5	2105	1873.83	438.332	21.108
ENSDART00000144172.2	852	620.879	28.1246	4.08746
ENSDART00000189225.1	2465	2233.83	118.889	4.80247
ENSDART00000156685.2	2579	2347.83	0	0
ENSDART00000049900.7	1355	1123.83	274	22.0001
ENSDART00000161054.2	615	383.975	0	0
ENSDART00000048046.5	3659	3427.83	62.4296	1.64341
ENSDART00000134042.2	690	458.94	0	0
ENSDART00000135068.3	690	458.94	0	0
ENSDART00000184943.1	6235	6003.83	51.9594	0.780926
ENSDART00000098412.5	930	698.825	0	0
ENSDART00000055956.8	6262	6030.83	204.922	3.0661
ENSDART00000142760.3	1264	1032.83	0	0
ENSDART00000133259.3	775	543.911	0	0
ENSDART00000147598.3	818	586.896	0	0
ENSDART00000136929.3	1028	796.825	0	0
ENSDART00000146986.2	759	527.926	0	0
ENSDART00000143340.3	2989	2757.83	1283.05	41.9809
ENSDART00000188720.1	633	401.975	0	0
ENSDART00000086985.6	1867	1635.83	341.948	18.8624
ENSDART00000073663.6	1693	1461.83	1.0119	0.062462
ENSDART00000124128.3	1000	768.825	0	0
ENSDART00000158616.2	4279	4047.83	35.6927	0.795667
ENSDART00000114004.5	3684	3452.83	0	0
ENSDART00000188223.1	3989	3757.83	19.309	0.463658
ENSDART00000138116.3	1500	1268.83	103.859	7.38613
ENSDART00000051344.6	1378	1146.83	0	0
ENSDART00000156765.3	6035	5803.83	198.467	3.08566
ENSDART00000158444.2	1096	864.825	4.00949	0.418345
ENSDART00000003508.9	1671	1439.83	0	0
ENSDART00000124221.3	774	542.911	0	0
ENSDART00000089506.6	2773	2541.83	309	10.9695
ENSDART00000137552.2	1815	1583.83	233	13.2746
ENSDART00000138082.2	511	280.079	0	0
ENSDART00000079215.6	2398	2166.83	355.76	14.8152
ENSDART00000007732.8	2668	2436.83	21	0.777622
ENSDART00000075187.4	1486	1254.83	82.378	5.92382
ENSDART00000130680.5	1216	984.825	963.622	88.292
ENSDART00000171017.2	651	419.964	0	0
ENSDART00000137708.3	447	216.219	3	1.25199
ENSDART00000139844.2	524	293.071	0	0
ENSDART00000132149.2	467	236.182	12.1585	4.64522
ENSDART00000174974.2	2814	2582.83	66.0729	2.30835
ENSDART00000037553.7	2352	2120.83	358.02	15.2327
ENSDART00000149595.2	587	355.995	8.98017	2.27622
ENSDART00000155832.2	5345	5113.83	129.51	2.28524
ENSDART00000131424.3	1497	1265.83	5	0.356427
ENSDART00000023686.9	2135	1903.83	7.08703	0.335901
ENSDART00000155088.2	887	655.879	0	0
ENSDART00000164646.2	1718	1486.83	4	0.242758
ENSDART00000150600.2	3646	3414.83	0	0
ENSDART00000148920.2	1507	1275.83	243	17.1866
ENSDART00000082454.4	1800	1568.83	302	17.3703
ENSDART00000140119.2	761	529.926	0	0
ENSDART00000139385.3	2618	2386.83	820.416	31.0161
ENSDART00000186419.1	1271	1039.83	1569.58	136.207
ENSDART00000126154.4	2705	2473.83	388.673	14.1772
ENSDART00000141696.2	801	569.896	3.51574	0.556666
ENSDART00000136522.2	460	229.2	0	0
ENSDART00000126897.3	1120	888.825	123	12.4872
ENSDART00000149746.2	699	467.94	93.9996	18.1263
ENSDART00000152603.2	3438	3206.83	8.04273	0.226309
ENSDART00000190066.1	1971	1739.83	0	0
ENSDART00000155838.2	8327	8095.83	1600	17.8333
ENSDART00000032547.8	729	497.94	5	0.906081
ENSDART00000148440.3	1927	1695.83	59.9811	3.19159
ENSDART00000027829.10	3749	3517.83	1.18971	0.0305169
ENSDART00000036797.9	1490	1258.83	2519	180.566
ENSDART00000171830.2	338	110.166	16	13.1052
ENSDART00000158914.2	1298	1066.83	10	0.845825
ENSDART00000128404.3	2021	1789.83	22.7713	1.14802
ENSDART00000156366.2	1235	1003.83	35.2287	3.16674
ENSDART00000142636.2	831	599.896	8.77343	1.31968
ENSDART00000145222.2	379	149.062	2	1.2107
ENSDART00000143435.2	465	234.194	2.12634	0.819277
ENSDART00000004797.10	2143	1911.83	0	0
ENSDART00000183838.1	3962	3730.83	13.9177	0.336618
ENSDART00000188584.1	3592	3360.83	366.583	9.84239
ENSDART00000131712.2	594	362.995	0	0
ENSDART00000146649.3	3335	3103.83	9.04171	0.262862
ENSDART00000144207.3	551	320.031	0	0
ENSDART00000140053.3	1406	1174.83	0	0
ENSDART00000171675.2	835	603.896	1.17858	0.176105
ENSDART00000167001.2	1614	1382.83	695.175	45.3629
ENSDART00000183618.1	848	616.896	0	0
ENSDART00000127015.3	12025	11793.8	1615.76	12.3622
ENSDART00000145273.2	1530	1298.83	40.5569	2.81765
ENSDART00000006300.7	1694	1462.83	273.608	16.8776
ENSDART00000159935.2	1976	1744.83	23.3604	1.2081
ENSDART00000141332.3	3804	3572.83	0.000524455	1.32456e-05
ENSDART00000137749.2	470	239.182	0	0
ENSDART00000100772.5	2029	1797.83	0	0
ENSDART00000180013.1	4514	4282.83	32.8746	0.692634
ENSDART00000177914.2	4496	4264.83	88.5291	1.87309
ENSDART00000004333.10	3026	2794.83	0	0
ENSDART00000124533.3	2486	2254.83	0	0
ENSDART00000180257.1	6674	6442.83	99.779	1.39745
ENSDART00000138653.4	439	208.241	0.192556	0.0834379
ENSDART00000132647.4	736	504.94	6.63668	1.186
ENSDART00000084102.6	3756	3524.83	388	9.93271
ENSDART00000066033.8	1727	1495.83	9	0.54292
ENSDART00000151766.3	3136	2904.83	0	0
ENSDART00000017869.10	1992	1760.83	15.3104	0.784594
ENSDART00000142170.2	1234	1002.83	0	0
